no,Date,Time,Currency,Impact,News description,Actual,Forecast,Previous,Revised from,FF event ID
65,2007-01-05,9:30,USD,M,Average Hourly Earnings m/m,0.50%,0.30%,0.30%,0.20%,3251
66,2007-01-05,11:00,CAD,H,Ivey PMI,49.4,50.5,52.8,,3253
67,2007-01-05,11:30,USD,L,Natural Gas Storage,-47B,-60B,-46B,,8326
68,2007-01-05,14:45,USD,M,Fed Chairman Bernanke Speaks,,,,,3252
69,2007-01-07,0:01,JPY,N,Bank Holiday [All Day],,,,,3297
70,2007-01-07,18:30,AUD,L,AIG Construction Index,52.1,,47.6,,10199
71,2007-01-07,20:30,AUD,H,Building Approvals m/m,4.10%,2.00%,-6.80%,-7.40%,9704
72,2007-01-07,20:30,AUD,M,ANZ Job Advertisements m/m,12.10%,,-3.80%,,19238
73,2007-01-08,2:45,CHF,L,Unemployment Rate,3.10%,3.10%,3.10%,,3275
74,2007-01-08,3:00,EUR,M,German Retail Sales m/m,-0.30%,0.60%,-0.50%,-0.20%,3276
75,2007-01-08,7:00,EUR,M,German Factory Orders m/m,1.50%,1.50%,-0.70%,-1.10%,3277
76,2007-01-08,11:30,CAD,H,BOC Business Outlook Survey,,,,,3318
77,2007-01-08,13:45,USD,M,FOMC Member Kohn Speaks,,,,,3298
78,2007-01-08,16:00,USD,L,Consumer Credit m/m,12.3B,5.4B,-1.3B,-1.2B,3278
79,2007-01-08,20:01,GBP,M,BRC Retail Sales Monitor y/y,2.50%,,0.50%,,3316
80,2007-01-08,20:30,AUD,H,Retail Sales m/m,0.20%,0.30%,0.80%,,3299
81,2007-01-09,3:00,EUR,L,German Trade Balance,19.3B,15.3B,17.2B,,3279
82,2007-01-09,7:00,EUR,M,German Industrial Production m/m,1.80%,1.00%,-0.80%,-1.40%,3280
83,2007-01-09,8:30,USD,L,NFIB Small Business Index,96.5,,99.7,,48338
84,2007-01-09,9:15,CAD,H,Housing Starts,212K,230K,229K,225K,3281
85,2007-01-09,11:00,USD,L,IBD/TIPP Economic Optimism,53.7,53.7,53.5,,9930
86,2007-01-09,19:30,AUD,L,Westpac Consumer Sentiment,7.30%,,11.80%,,3300
87,2007-01-09,20:01,GBP,L,Nationwide Consumer Confidence,83,89,89,,3301
88,2007-01-09,20:30,AUD,M,Trade Balance,-0.84B,-0.73B,-1.51,-1.26B,3302
89,2007-01-09,23:45,JPY,L,10-y Bond Auction,1.73|2.5,,1.64|2.3,,48974
90,2007-01-10,3:00,EUR,L,German WPI m/m,0.00%,0.20%,0.10%,,3311
91,2007-01-10,3:45,EUR,L,French Gov Budget Balance,-54.9B,,-48.2B,,12198
92,2007-01-10,3:45,EUR,L,French Trade Balance,-2.8B,-2.3B,-2.8B,-2.7B,9159
93,2007-01-10,3:45,EUR,M,French Industrial Production m/m,-0.20%,0.70%,0.00%,-0.10%,3312
94,2007-01-10,5:30,GBP,M,Trade Balance,-7.2B,-6.45B,-6.33B,,3313
95,2007-01-10,6:30,GBP,L,BRC Shop Price Index y/y,2.30%,,1.80%,,9307
96,2007-01-10,9:30,CAD,L,NHPI m/m,0.50%,0.30%,0.20%,,3284
97,2007-01-10,9:30,CAD,M,Building Permits m/m,3.00%,2.00%,7.80%,6.10%,9705
98,2007-01-10,9:30,CAD,M,Trade Balance,4.7B,3.7B,3.8B,,3283
99,2007-01-10,9:30,USD,H,Trade Balance,-58.2B,-60.0B,-58.9B,,3282
100,2007-01-10,11:00,USD,L,JOLTS Job Openings,4.24M,,4.25M,4.21M,49269
101,2007-01-10,11:00,USD,L,Wholesale Inventories m/m,1.30%,0.40%,0.40%,0.80%,3314
102,2007-01-10,11:30,USD,L,Crude Oil Inventories,-5.0M,-1.5M,-1.3M,,3315
103,2007-01-10,17:30,AUD,L,MI Inflation Expectations,3.50%,,3.50%,,10396
104,2007-01-10,20:30,AUD,H,Employment Change,44.6K,12.0K,43.0K,36.2K,3285
105,2007-01-10,20:30,AUD,M,Unemployment Rate,4.60%,4.80%,4.60%,,3286
106,2007-01-10,21:35,CNY,H,Trade Balance,21.0B,21.6B,22.9B,,18393
107,2007-01-11,1:00,JPY,L,Leading Indicators,20.00%,20.00%,54.50%,50.00%,3306
108,2007-01-11,2:00,JPY,L,Prelim Machine Tool Orders y/y,-2.40%,,4.90%,4.80%,3307
109,2007-01-11,5:30,GBP,H,Manufacturing Production m/m,0.30%,0.20%,-0.30%,-0.40%,3288
110,2007-01-11,5:30,GBP,L,Industrial Production m/m,0.50%,0.20%,-0.60%,-0.80%,3287
111,2007-01-11,6:00,EUR,L,Final GDP q/q,0.50%,0.50%,0.50%,,21666
112,2007-01-11,8:00,GBP,H,MPC Rate Statement,,,,,8152
113,2007-01-11,8:00,GBP,H,Official Bank Rate,5.25%,5.00%,5.00%,,3289
114,2007-01-11,8:45,EUR,M,Minimum Bid Rate,3.50%,3.50%,3.50%,,3290
115,2007-01-11,9:00,USD,L,FOMC Member Geithner Speaks,,,,,3308
116,2007-01-11,9:30,EUR,H,ECB Press Conference,,,,,3291
117,2007-01-11,9:30,USD,L,Unemployment Claims,299K,320K,329K,,3292
118,2007-01-11,11:30,GBP,L,CB Leading Index m/m,0.10%,,0.00%,-0.10%,3309
119,2007-01-11,11:30,USD,L,Natural Gas Storage,-49B,-45B,-47B,,8325
120,2007-01-11,17:45,NZD,M,Building Consents m/m,-12.00%,,-3.60%,-1.90%,9874
121,2007-01-11,19:50,JPY,L,Bank Lending y/y,1.70%,,1.20%,,11985
122,2007-01-11,19:50,JPY,L,M2 Money Stock y/y,0.80%,0.80%,0.70%,,3310
123,2007-01-11,20:01,GBP,L,NIESR GDP Estimate,0.70%,,0.60%,,9923
124,2007-01-12,1:00,JPY,L,Economy Watchers Sentiment,48.9,49.8,48.9,,3303
125,2007-01-12,3:45,EUR,L,French CPI m/m,0.20%,0.10%,0.10%,,3304
126,2007-01-12,9:30,USD,H,Core Retail Sales m/m,1.00%,0.50%,1.10%,,3294
127,2007-01-12,9:30,USD,H,Retail Sales m/m,0.90%,0.60%,1.00%,,3293
128,2007-01-12,9:30,USD,M,Import Prices m/m,1.10%,0.50%,0.20%,,3296
129,2007-01-12,11:00,USD,M,Business Inventories m/m,0.40%,0.40%,0.20%,0.40%,3295
130,2007-01-12,15:00,USD,M,Federal Budget Balance,44.5B,25.6B,-75.6B,,10917
131,2007-01-14,19:30,AUD,L,MI Inflation Gauge m/m,0.30%,,0.20%,,3338
132,2007-01-14,19:50,JPY,M,Core Machinery Orders m/m,3.80%,4.20%,2.80%,,3398
133,2007-01-14,20:30,AUD,M,Home Loans m/m,-0.60%,0.00%,-0.20%,-0.10%,10266
134,2007-01-14,22:00,CNY,L,M2 Money Supply y/y,16.90%,16.70%,16.80%,,24236
135,2007-01-14,22:00,CNY,M,New Loans,214B,,194B,,24331
136,2007-01-15,0:01,USD,N,Bank Holiday [All Day],,,,,3343
137,2007-01-15,5:00,EUR,L,Italian Industrial Production m/m,-0.30%,0.30%,0.60%,,3339
138,2007-01-15,5:15,CNY,L,Foreign Direct Investment ytd/y,4.20%,,2.10%,,19282
139,2007-01-15,5:30,EUR,L,Sentix Investor Confidence,29.5,30.2,29.1,,11281
140,2007-01-15,5:30,GBP,H,PPI Input m/m,0.10%,0.20%,0.10%,,3340
141,2007-01-15,5:30,GBP,L,HPI y/y,8.90%,9.10%,8.60%,,9338
142,2007-01-15,5:30,GBP,L,PPI Output m/m,0.20%,0.00%,0.00%,,3341
143,2007-01-15,6:00,EUR,M,Industrial Production m/m,0.20%,0.60%,-0.20%,-0.10%,3342
144,2007-01-15,9:30,CAD,L,New Motor Vehicle Sales m/m,3.00%,3.00%,-1.90%,-1.60%,3399
145,2007-01-15,17:00,NZD,H,NZIER Business Confidence,3,,-19,,10492
146,2007-01-15,19:50,JPY,L,PPI y/y,2.50%,2.50%,2.70%,,3345
147,2007-01-15,20:01,GBP,M,RICS House Price Balance,37%,46%,47%,,3347
148,2007-01-16,0:30,JPY,L,Revised Industrial Production m/m,0.80%,0.70%,0.70%,,9999
149,2007-01-16,5:30,GBP,H,CPI y/y,3.00%,2.80%,2.70%,,3348
150,2007-01-16,5:30,GBP,L,RPI y/y,4.40%,4.20%,3.90%,,3350
151,2007-01-16,5:30,GBP,M,Core CPI y/y,1.80%,1.70%,1.60%,,3349
152,2007-01-16,6:00,EUR,L,ZEW Economic Sentiment,-1.8,-5,-3,,3352
153,2007-01-16,6:00,EUR,M,German ZEW Economic Sentiment,-3.6,-12,-19,,3351
154,2007-01-16,8:00,GBP,M,MPC Member Sentance Speaks,,,,,9297
155,2007-01-16,9:30,USD,M,Empire State Manufacturing Index,9.1,18,23.1,,3353
156,2007-01-16,10:00,CAD,H,BOC Rate Statement,,,,,7983
157,2007-01-16,10:00,CAD,H,Overnight Rate,4.25%,4.25%,4.25%,,3354
158,2007-01-16,17:45,NZD,H,CPI q/q,-0.20%,-0.10%,0.70%,,3355
159,2007-01-16,17:45,NZD,L,FPI m/m,-0.50%,,0.10%,,3356
160,2007-01-16,19:30,AUD,L,MI Leading Index m/m,0.50%,,0.50%,,10431
161,2007-01-16,19:50,JPY,L,Current Account,1.95T,2.10T,2.02T,,9805
162,2007-01-17,1:00,JPY,L,Consumer Confidence,45.9,48,48.7,,3358
163,2007-01-17,3:00,EUR,L,German Final CPI m/m,0.80%,0.80%,0.80%,,3359
164,2007-01-17,5:30,GBP,H,Claimant Count Change,-5.5K,-5.0K,-7.9K,-5.7K,3360
165,2007-01-17,5:30,GBP,L,Unemployment Rate,5.50%,5.50%,5.50%,,3362
166,2007-01-17,5:30,GBP,M,Average Earnings Index 3m/y,4.10%,4.20%,4.10%,,3361
167,2007-01-17,6:00,EUR,L,Final Core CPI y/y,1.50%,1.50%,1.50%,,9530
168,2007-01-17,6:00,EUR,L,Final CPI y/y,1.90%,1.90%,1.90%,,9529
169,2007-01-17,6:00,EUR,L,Trade Balance,4.5B,2.5B,2.4B,1.7B,3364
170,2007-01-17,9:30,USD,H,PPI m/m,0.90%,0.60%,2.00%,,3365
171,2007-01-17,9:30,USD,M,Core PPI m/m,0.20%,0.10%,1.30%,,3366
172,2007-01-17,10:00,USD,H,TIC Long-Term Purchases,68.4B,82.5B,89.3B,82.3B,3367
173,2007-01-17,10:15,USD,M,Capacity Utilization Rate,81.80%,81.80%,81.60%,81.80%,3369
174,2007-01-17,10:15,USD,M,Industrial Production m/m,0.40%,0.10%,-0.10%,0.20%,3368
175,2007-01-17,14:00,USD,L,NAHB Housing Market Index,35,33,33,32,3370
176,2007-01-17,14:00,USD,M,FOMC Member Mishkin Speaks,,,,,3374
177,2007-01-17,15:00,USD,M,Beige Book,,,,,3371
178,2007-01-17,19:50,JPY,M,Tertiary Industry Activity m/m,-0.30%,0.00%,2.10%,,3373
179,2007-01-17,20:30,AUD,L,RBA Bulletin,,,,,11012
180,2007-01-17,23:45,JPY,L,30-y Bond Auction,2.38|3.3,,2.52|3.0,,49058
181,2007-01-18,0:00,JPY,H,Overnight Call Rate,0.25%,0.50%,0.25%,,3372
182,2007-01-18,2:00,JPY,L,BOJ Monthly Report,,,,,11027
183,2007-01-18,2:30,JPY,M,BOJ Press Conference,,,,,8351
184,2007-01-18,4:15,CHF,M,Retail Sales y/y,3.30%,1.60%,0.60%,,3377
185,2007-01-18,5:00,EUR,L,Italian Trade Balance,-0.92B,-1.12B,-0.86B,-0.83B,9160
186,2007-01-18,5:37,EUR,L,Spanish 10-y Bond Auction,4.10|2.3,,3.99|1.8,,43312
187,2007-01-18,6:00,CHF,M,ZEW Economic Expectations,-10.8,,-23.7,,10499
188,2007-01-18,6:00,EUR,M,ECB Monthly Bulletin,,,,,8460
189,2007-01-18,7:00,GBP,M,MPC Member Besley Speaks,,,,,9292
190,2007-01-18,9:30,CAD,M,Foreign Securities Purchases,11.00B,-2.48B,-4.18B,-5.00B,3387
191,2007-01-18,9:30,CAD,M,Manufacturing Sales m/m,2.30%,2.00%,0.20%,-0.10%,11232
192,2007-01-18,9:30,USD,H,Core CPI m/m,0.20%,0.20%,0.00%,,3383
193,2007-01-18,9:30,USD,L,Unemployment Claims,290K,315K,298K,299K,3386
194,2007-01-18,9:30,USD,M,Building Permits,1.60M,1.53M,1.51M,,3385
195,2007-01-18,9:30,USD,M,CPI m/m,0.50%,0.50%,0.00%,,3382
196,2007-01-18,9:30,USD,M,Housing Starts,1.64M,1.57M,1.57M,1.59M,3384
197,2007-01-18,11:00,USD,H,Fed Chairman Bernanke Testifies,,,,,3381
198,2007-01-18,11:30,CAD,H,BOC Monetary Policy Report,,,,,3402
199,2007-01-18,11:30,USD,L,Crude Oil Inventories,6.8M,0.1M,-5.0M,,3388
200,2007-01-18,11:30,USD,L,Natural Gas Storage,-89B,-79B,-49B,,8324
201,2007-01-18,12:15,CAD,H,BOC Press Conference,,,,,13110
202,2007-01-18,13:00,USD,M,Philly Fed Manufacturing Index,8.3,3,-4.3,,3389
203,2007-01-18,17:45,NZD,H,Core Retail Sales m/m,-0.10%,0.10%,0.10%,0.20%,8973
204,2007-01-18,17:45,NZD,H,Retail Sales m/m,-0.20%,0.00%,0.30%,,3390
205,2007-01-18,20:30,AUD,L,Import Prices q/q,-3.20%,-1.50%,-0.30%,,3391
206,2007-01-19,5:30,GBP,H,Retail Sales m/m,1.10%,0.50%,0.20%,0.30%,3392
207,2007-01-19,5:30,GBP,L,M4 Money Supply m/m,0.90%,0.60%,0.50%,,11776
208,2007-01-19,5:30,GBP,L,Public Sector Net Borrowing,7.2B,7.4B,11.2B,9.9B,3393
209,2007-01-19,9:30,CAD,M,Wholesale Sales m/m,0.10%,0.50%,-0.40%,-0.20%,3394
210,2007-01-19,11:00,USD,H,Prelim UoM Consumer Sentiment,98,92.5,91.7,90.2,3395
211,2007-01-19,11:00,USD,L,Prelim UoM Inflation Expectations,3.00%,,2.90%,,9950
212,2007-01-21,20:01,GBP,L,Rightmove HPI m/m,0.50%,,-0.30%,,3415
213,2007-01-21,20:30,AUD,H,PPI q/q,0.20%,0.20%,1.00%,,3416
214,2007-01-21,20:30,AUD,L,New Motor Vehicle Sales m/m,0.80%,,-0.70%,-0.90%,3456
215,2007-01-22,3:00,EUR,L,German PPI m/m,0.00%,0.10%,0.00%,,3417
216,2007-01-22,4:15,CHF,M,PPI m/m,0.00%,0.10%,0.00%,,3450
217,2007-01-22,7:00,EUR,M,German Buba Monthly Report,,,,,50123
218,2007-01-23,2:45,EUR,M,French Consumer Spending m/m,1.30%,0.30%,0.90%,,11249
219,2007-01-23,6:00,EUR,M,Industrial New Orders m/m,1.40%,1.00%,-0.50%,-0.60%,3451
220,2007-01-23,7:00,GBP,M,CBI Industrial Order Expectations,-9,-5,-5,,3452
221,2007-01-23,8:00,CAD,H,Core CPI m/m,-0.20%,0.00%,0.30%,,3422
222,2007-01-23,8:00,CAD,M,CPI m/m,0.20%,0.20%,0.20%,,3421
223,2007-01-23,9:30,CAD,H,Core Retail Sales m/m,0.10%,0.50%,-0.80%,-0.70%,3420
224,2007-01-23,9:30,CAD,L,Leading Index m/m,0.30%,0.40%,0.50%,,3423
225,2007-01-23,9:30,CAD,M,Retail Sales m/m,0.20%,0.90%,-0.80%,-0.70%,3419
226,2007-01-23,11:00,USD,L,CB Leading Index m/m,0.30%,0.20%,0.00%,0.10%,3418
227,2007-01-23,11:00,USD,L,Richmond Manufacturing Index,-11,-8,-6,,3453
228,2007-01-23,15:00,GBP,M,BOE Gov King Speaks,,,,,3457
229,2007-01-23,19:00,AUD,L,CB Leading Index m/m,0.20%,,0.30%,,3454
230,2007-01-23,19:50,JPY,L,All Industries Activity m/m,-0.20%,0.00%,1.70%,,3424
231,2007-01-23,19:50,JPY,M,Monetary Policy Meeting Minutes,,,,,10390
232,2007-01-23,20:30,AUD,H,CPI q/q,-0.10%,0.20%,0.90%,,3425
233,2007-01-23,20:30,AUD,M,Trimmed Mean CPI q/q,0.50%,0.70%,0.70%,,8744
234,2007-01-23,21:00,NZD,L,Credit Card Spending y/y,10.10%,,7.80%,,9593
235,2007-01-24,0:01,ALL,M,WEF Annual Meetings [Day 1],,,,,15602
236,2007-01-24,5:30,GBP,H,MPC Official Bank Rate Votes,5-0-4,8-0-1,0-0-9,,3427
237,2007-01-24,5:30,GBP,H,Prelim GDP q/q,0.80%,0.70%,0.70%,,3426
238,2007-01-24,5:30,GBP,L,Index of Services 3m/3m,1.00%,0.90%,1.00%,0.90%,3459
239,2007-01-24,6:12,EUR,L,German 30-y Bond Auction,4.11|1.2,,4.23|1.5,,43163
240,2007-01-24,10:00,EUR,M,Belgian NBB Business Climate,2.1,2.6,2.5,,10510
241,2007-01-24,11:30,USD,L,Crude Oil Inventories,0.7M,1.3M,6.8M,,3448
242,2007-01-24,16:00,NZD,H,Official Cash Rate,7.25%,7.25%,7.25%,,3428
243,2007-01-24,16:00,NZD,H,RBNZ Rate Statement,,,,,7999
244,2007-01-24,19:00,NZD,L,Business NZ Manufacturing Index,54.2,,55.1,55.4,9206
245,2007-01-24,19:50,JPY,L,Trade Balance,0.66T,0.87T,0.98T,0.99T,3357
246,2007-01-24,22:00,CNY,H,GDP q/y,10.40%,10.20%,10.60%,10.40%,18423
247,2007-01-24,22:00,CNY,H,Industrial Production y/y,14.70%,15.00%,14.90%,,18472
248,2007-01-24,22:00,CNY,L,Retail Sales y/y,14.60%,14.30%,14.10%,,23265
249,2007-01-24,22:00,CNY,M,CPI y/y,2.80%,1.90%,1.90%,,18539
250,2007-01-24,22:00,CNY,M,Fixed Asset Investment ytd/y,24.50%,26.30%,26.60%,,19727
251,2007-01-24,22:00,CNY,M,NBS Press Conference,,,,,23225
252,2007-01-24,22:00,CNY,M,PPI y/y,3.10%,2.90%,2.80%,,18557
253,2007-01-25,0:01,ALL,M,WEF Annual Meetings [Day 2],,,,,15603
254,2007-01-25,0:01,AUD,N,Bank Holiday [All Day],,,,,12134
255,2007-01-25,3:00,EUR,L,GfK German Consumer Climate,4.8,8.6,8.5,8.7,3441
256,2007-01-25,5:00,EUR,H,German Ifo Business Climate,107.9,108.9,108.7,,3444
257,2007-01-25,5:00,EUR,L,Current Account,-2.0B,0.7B,1.8B,0.0B,3446
258,2007-01-25,6:00,EUR,L,Italian Retail Sales m/m,0.30%,0.10%,-0.10%,,3499
259,2007-01-25,9:30,USD,L,Unemployment Claims,325K,310K,289K,290K,3430
260,2007-01-25,11:00,USD,H,Existing Home Sales,6.22M,6.25M,6.27M,6.28M,3431
261,2007-01-25,11:30,USD,L,Natural Gas Storage,-179B,-174B,-89B,,8323
262,2007-01-25,19:00,NZD,M,RBNZ Gov Bollard Speaks,,,,,8437
263,2007-01-25,19:30,JPY,L,National Core CPI y/y,0.10%,0.20%,0.20%,,3436
264,2007-01-25,19:30,JPY,M,Tokyo Core CPI y/y,0.20%,0.20%,0.20%,,3438
265,2007-01-25,19:50,JPY,L,SPPI y/y,0.20%,-0.10%,-0.10%,,3443
266,2007-01-26,0:01,ALL,M,WEF Annual Meetings [Day 3],,,,,15604
267,2007-01-26,3:00,EUR,L,German Import Prices m/m,-0.30%,0.10%,-0.40%,,3440
268,2007-01-26,4:00,EUR,L,Spanish Unemployment Rate,8.30%,8.20%,8.20%,,43861
269,2007-01-26,5:00,CHF,M,UBS Consumption Indicator,1.9,,1.89,,3442
270,2007-01-26,5:00,EUR,L,M3 Money Supply y/y,9.70%,9.20%,9.30%,,3498
271,2007-01-26,5:00,EUR,L,Private Loans y/y,10.70%,10.90%,11.20%,,11269
272,2007-01-26,5:00,EUR,M,ECB President Trichet Speaks,,,,,3455
273,2007-01-26,5:30,GBP,M,BBA Mortgage Approvals,45.5K,,78.7K,,3512
274,2007-01-26,9:30,USD,H,Core Durable Goods Orders m/m,2.30%,0.50%,-1.00%,-1.10%,3433
275,2007-01-26,9:30,USD,M,Durable Goods Orders m/m,3.10%,3.20%,2.20%,1.60%,3432
276,2007-01-26,11:00,USD,H,New Home Sales,1120K,1050K,1069K,1047K,3434
277,2007-01-27,0:01,ALL,M,WEF Annual Meetings [Day 4],,,,,15605
278,2007-01-28,0:01,ALL,M,WEF Annual Meetings [Day 5],,,,,15606
279,2007-01-28,19:50,JPY,M,Retail Sales y/y,-0.30%,-0.60%,-0.20%,-0.10%,3496
280,2007-01-28,20:30,AUD,M,NAB Quarterly Business Confidence,4,,2,,11184
281,2007-01-29,0:01,EUR,L,Eurogroup Meetings [All Day],,,,,44042
282,2007-01-29,7:00,GBP,M,CBI Realized Sales,30,18,25,,3469
283,2007-01-29,17:45,NZD,M,Building Consents m/m,-4.90%,,-11.60%,-12.00%,3460
284,2007-01-29,19:30,JPY,L,Household Spending y/y,-1.90%,-1.20%,-0.70%,,3500
285,2007-01-29,19:30,JPY,L,Unemployment Rate,4.10%,4.00%,4.00%,,3501
286,2007-01-29,19:50,JPY,M,Prelim Industrial Production m/m,0.70%,0.40%,0.80%,0.70%,3502
287,2007-01-29,20:30,AUD,L,NAB Business Confidence,4,,6,,3465
288,2007-01-30,0:01,EUR,L,ECOFIN Meetings [All Day],,,,,36331
289,2007-01-30,0:01,EUR,M,German Prelim CPI m/m [All Day],-0.20%,0.20%,0.80%,,3505
290,2007-01-30,3:00,GBP,M,Nationwide HPI m/m,0.30%,0.80%,1.20%,,3513
291,2007-01-30,5:00,EUR,L,Retail PMI,47.9,,52.1,,43576
292,2007-01-30,5:30,GBP,L,Mortgage Approvals,113K,122K,129K,,10287
293,2007-01-30,5:30,GBP,L,Net Lending to Individuals m/m,11.6B,10.6B,11.2B,10.8B,3470
294,2007-01-30,6:18,EUR,L,Italian 10-y Bond Auction,4.29|1.3,,4.17|1.5,,43355
295,2007-01-30,9:30,CAD,L,IPPI m/m,1.40%,0.50%,0.00%,,3493
296,2007-01-30,9:30,CAD,L,RMPI m/m,5.20%,0.40%,0.90%,,3494
297,2007-01-30,10:00,USD,L,S+P/CS Composite-20 HPI y/y,1.70%,1.60%,2.90%,,10002
298,2007-01-30,11:00,USD,H,CB Consumer Confidence,110.3,110.5,110,109,3479
