Event ID,Date,Time,Currency,Impact,News description,Actual,Forecast,Previous,Revised from,FF event ID
6649,2008-01-11,8:00,CAD,H,Unemployment Rate,5.90%,5.90%,5.90%,,6649
6647,2008-01-11,9:30,CAD,H,Trade Balance,3.7B,3.2B,3.1B,3.3B,6647
6645,2008-01-11,9:30,USD,H,Trade Balance,-63.1B,-59.5B,-57.8B,,6645
6646,2008-01-11,9:30,USD,M,Import Prices m/m,0.00%,0.00%,3.30%,2.70%,6646
6656,2008-01-11,13:45,USD,M,FOMC Member Mishkin Speaks,,,,,6656
10906,2008-01-11,15:00,USD,M,Federal Budget Balance,48.3B,50.0B,-98.2B,,10906
9919,2008-01-11,20:01,GBP,L,NIESR GDP Estimate,0.50%,,0.50%,0.60%,9919
6663,2008-01-12,13:00,EUR,M,ECB President Trichet Speaks,,,,,6663
6664,2008-01-13,0:01,JPY,N,Bank Holiday [All Day],,,,,6664
6716,2008-01-13,17:45,NZD,M,Building Consents m/m,-0.10%,,-4.60%,-4.80%,6716
6717,2008-01-13,19:30,AUD,L,MI Inflation Gauge m/m,0.60%,,0.30%,,6717
19250,2008-01-13,20:30,AUD,M,ANZ Job Advertisements m/m,7.10%,,0.70%,,19250
6718,2008-01-14,5:00,EUR,L,Italian Industrial Production m/m,-0.90%,0.30%,-0.60%,-0.30%,6718
6719,2008-01-14,5:30,GBP,H,PPI Input m/m,0.50%,0.80%,2.00%,1.70%,6719
9326,2008-01-14,5:30,GBP,L,HPI y/y,9.50%,10.50%,11.30%,,9326
6720,2008-01-14,5:30,GBP,L,PPI Output m/m,0.50%,0.30%,0.60%,0.50%,6720
6721,2008-01-14,6:00,EUR,M,Industrial Production m/m,-0.50%,-0.70%,0.50%,0.40%,6721
6722,2008-01-14,9:30,CAD,L,New Motor Vehicle Sales m/m,-2.90%,-0.90%,-1.90%,-1.40%,6722
6723,2008-01-14,11:30,CAD,H,BOC Business Outlook Survey,,,,,6723
6724,2008-01-14,17:05,NZD,H,NZIER Business Confidence,-26,,-27,,6724
6737,2008-01-15,3:45,EUR,L,French CPI m/m,0.40%,0.30%,0.50%,,6737
6726,2008-01-15,5:30,GBP,H,CPI y/y,2.10%,2.00%,2.10%,,6726
6728,2008-01-15,5:30,GBP,L,RPI y/y,4.00%,4.00%,4.30%,,6728
6727,2008-01-15,5:30,GBP,M,Core CPI y/y,1.40%,1.50%,1.40%,,6727
6730,2008-01-15,6:00,EUR,L,ZEW Economic Sentiment,-41.7,-37.8,-35.7,,6730
6729,2008-01-15,6:00,EUR,M,German ZEW Economic Sentiment,-41.6,-40,-37.2,,6729
6712,2008-01-15,9:30,USD,H,Core Retail Sales m/m,-0.40%,-0.10%,1.70%,1.80%,6712
6713,2008-01-15,9:30,USD,H,PPI m/m,-0.10%,0.20%,3.20%,,6713
6711,2008-01-15,9:30,USD,H,Retail Sales m/m,-0.40%,0.00%,1.00%,1.20%,6711
6714,2008-01-15,9:30,USD,M,Core PPI m/m,0.20%,0.20%,0.40%,,6714
6715,2008-01-15,9:30,USD,M,Empire State Manufacturing Index,9,10.1,10.3,,6715
6669,2008-01-15,11:00,USD,M,Business Inventories m/m,0.40%,0.40%,0.10%,,6669
6748,2008-01-15,13:00,CHF,M,Gov Board Member Jordan Speaks,,,,,6748
6670,2008-01-15,19:30,AUD,M,Westpac Consumer Sentiment,-8.30%,,1.80%,,6670
6673,2008-01-15,19:50,JPY,L,Current Account,2.16T,1.87T,2.56T,,6673
6672,2008-01-15,19:50,JPY,L,PPI y/y,2.60%,2.30%,2.30%,,6672
6671,2008-01-15,19:50,JPY,M,Core Machinery Orders m/m,-2.80%,-4.30%,12.70%,,6671
6794,2008-01-15,20:01,GBP,M,RICS House Price Balance,-49%,-45%,-41%,,6794
6674,2008-01-15,20:30,AUD,M,Home Loans m/m,4.00%,0.90%,-0.50%,-0.70%,6674
6675,2008-01-16,2:00,JPY,L,Prelim Machine Tool Orders y/y,3.30%,,13.00%,,6675
6738,2008-01-16,3:00,EUR,L,German Final CPI m/m,0.50%,0.50%,0.50%,,6738
6676,2008-01-16,5:30,GBP,H,Average Earnings Index 3m/y,4.00%,3.90%,4.00%,,6676
6678,2008-01-16,5:30,GBP,L,Unemployment Rate,5.30%,5.30%,5.30%,,6678
6677,2008-01-16,5:30,GBP,M,Claimant Count Change,-6.4K,-5.0K,-10.0K,-11.1K,6677
9516,2008-01-16,6:00,EUR,M,Final Core CPI y/y,1.90%,1.90%,1.90%,,9516
6679,2008-01-16,6:00,EUR,M,Final CPI y/y,3.10%,3.10%,3.10%,,6679
6681,2008-01-16,9:30,USD,H,Core CPI m/m,0.20%,0.20%,0.30%,,6681
6680,2008-01-16,9:30,USD,M,CPI m/m,0.30%,0.20%,0.80%,,6680
6682,2008-01-16,10:00,USD,H,TIC Long-Term Purchases,90.9B,70.0B,114.0B,,6682
6684,2008-01-16,10:15,USD,M,Capacity Utilization Rate,81.40%,81.20%,81.60%,81.50%,6684
6683,2008-01-16,10:15,USD,M,Industrial Production m/m,0.00%,-0.10%,0.30%,,6683
6708,2008-01-16,11:30,USD,L,Crude Oil Inventories,4.3M,1.3M,-6.7M,,6708
6686,2008-01-16,14:00,USD,L,NAHB Housing Market Index,19,19,18,19,6686
6743,2008-01-16,14:55,EUR,M,ECB President Trichet Speaks,,,,,6743
6687,2008-01-16,15:00,USD,M,Beige Book,,,,,6687
10312,2008-01-16,17:30,AUD,L,MI Inflation Expectations,4.40%,,4.10%,,10312
6688,2008-01-16,17:45,NZD,H,CPI q/q,1.20%,1.00%,0.50%,,6688
6689,2008-01-16,17:45,NZD,L,FPI m/m,0.90%,,0.40%,,6689
6691,2008-01-16,20:30,AUD,H,Employment Change,20.1K,20.0K,47.6K,52.6K,6691
6692,2008-01-16,20:30,AUD,M,Unemployment Rate,4.30%,4.40%,4.50%,,6692
6693,2008-01-17,0:30,JPY,L,Revised Industrial Production m/m,-1.60%,-1.60%,-1.60%,,6693
6694,2008-01-17,5:00,EUR,M,ECB Monthly Bulletin,,,,,6694
6739,2008-01-17,6:00,CHF,M,ZEW Economic Expectations,-32.7,,-29.7,,6739
6690,2008-01-17,6:00,EUR,L,Trade Balance,2.7B,3.8B,3.0B,4.0B,6690
6746,2008-01-17,9:00,GBP,M,MPC Member Gieve Speaks,,,,,6746
6741,2008-01-17,9:15,USD,M,FOMC Member Pianalto Speaks,,,,,6741
6698,2008-01-17,9:30,CAD,M,Foreign Securities Purchases,-4.84B,1.56B,-24.25B,-24.32B,6698
6696,2008-01-17,9:30,USD,H,Building Permits,1.07M,1.14M,1.16M,1.15M,6696
6695,2008-01-17,9:30,USD,M,Housing Starts,1.01M,1.15M,1.17M,1.19M,6695
6697,2008-01-17,9:30,USD,M,Unemployment Claims,301K,330K,322K,,6697
6744,2008-01-17,10:00,EUR,M,ECB President Trichet Speaks,,,,,6744
6740,2008-01-17,11:00,USD,H,Fed Chairman Bernanke Testifies,,,,,6740
6699,2008-01-17,11:00,USD,M,Philly Fed Manufacturing Index,-20.9,-1,-5.7,,6699
8240,2008-01-17,11:30,USD,L,Natural Gas Storage,-59B,-60B,-171B,,8240
6742,2008-01-17,13:30,USD,M,FOMC Member Fisher Speaks,,,,,6742
6701,2008-01-17,17:45,NZD,H,Core Retail Sales m/m,0.90%,0.70%,-1.00%,-1.10%,6701
6700,2008-01-17,17:45,NZD,H,Retail Sales m/m,2.00%,0.70%,-0.60%,-0.70%,6700
6702,2008-01-17,19:50,JPY,M,Tertiary Industry Activity m/m,0.10%,-0.40%,1.20%,1.10%,6702
6703,2008-01-17,20:30,AUD,L,Import Prices q/q,0.20%,-0.10%,-0.80%,,6703
11001,2008-01-17,20:30,AUD,L,RBA Bulletin,,,,,11001
49062,2008-01-17,23:45,JPY,L,30-y Bond Auction,2.30|3.8,,2.49|3.8,,49062
6704,2008-01-18,1:00,JPY,L,Consumer Confidence,38,38.5,39.8,,6704
6705,2008-01-18,5:30,GBP,H,Retail Sales m/m,-0.40%,0.20%,0.40%,,6705
6706,2008-01-18,6:00,EUR,L,Italian Trade Balance,-0.05B,-0.43B,0.46B,0.39B,6706
6747,2008-01-18,9:20,AUD,H,RBA Gov Stevens Speaks,,,,,6747
6707,2008-01-18,9:30,CAD,M,Manufacturing Sales m/m,1.10%,0.50%,0.00%,0.10%,6707
6709,2008-01-18,11:00,USD,H,Prelim UoM Consumer Sentiment,80.5,74.8,75.5,74.5,6709
6710,2008-01-18,11:00,USD,L,CB Leading Index m/m,-0.20%,-0.10%,-0.40%,,6710
9962,2008-01-18,11:00,USD,L,Prelim UoM Inflation Expectations,3.40%,,3.40%,3.50%,9962
6745,2008-01-18,11:30,EUR,M,ECB President Trichet Speaks,,,,,6745
6750,2008-01-20,20:01,GBP,M,Rightmove HPI m/m,-0.80%,,-3.20%,,6750
6751,2008-01-20,20:30,AUD,H,PPI q/q,0.60%,1.10%,1.10%,,6751
44050,2008-01-21,0:01,EUR,L,Eurogroup Meetings [All Day],,,,,44050
6749,2008-01-21,0:01,USD,N,Bank Holiday [All Day],,,,,6749
19294,2008-01-21,0:05,CNY,L,Foreign Direct Investment ytd/y,13.60%,,13.70%,,19294
6752,2008-01-21,3:00,EUR,M,German PPI m/m,-0.10%,0.30%,0.80%,,6752
6753,2008-01-21,4:15,CHF,M,PPI m/m,-0.10%,0.20%,0.30%,,6753
6754,2008-01-21,5:30,GBP,L,M4 Money Supply m/m,1.50%,0.50%,0.40%,0.10%,6754
6755,2008-01-21,5:30,GBP,L,Public Sector Net Borrowing,7.8B,7.0B,11.4B,11.2B,6755
50135,2008-01-21,7:00,EUR,M,German Buba Monthly Report,,,,,50135
6796,2008-01-21,9:30,CAD,M,Wholesale Sales m/m,0.30%,0.50%,0.40%,0.50%,6796
6757,2008-01-21,20:30,AUD,L,New Motor Vehicle Sales m/m,1.10%,,1.50%,1.10%,6757
6758,2008-01-21,23:19,JPY,M,Overnight Call Rate,0.50%,0.50%,0.50%,,6758
36339,2008-01-22,0:01,EUR,L,ECOFIN Meetings [All Day],,,,,36339
6801,2008-01-22,2:00,JPY,L,BOJ Monthly Report,,,,,6801
6759,2008-01-22,3:16,JPY,H,BOJ Press Conference,,,,,6759
6760,2008-01-22,4:15,CHF,H,Retail Sales y/y,2.90%,3.90%,6.10%,,6760
6800,2008-01-22,7:00,GBP,M,CBI Industrial Order Expectations,2,-3,2,,6800
6806,2008-01-22,9:00,USD,L,Treasury Sec Paulson Speaks,,,,,6806
6867,2008-01-22,9:20,USD,H,Federal Funds Rate,3.50%,,4.25%,,6867
7824,2008-01-22,9:20,USD,H,FOMC Statement,,,,,7824
6762,2008-01-22,9:30,CAD,H,Core Retail Sales m/m,1.70%,0.40%,0.10%,0.00%,6762
6761,2008-01-22,9:30,CAD,M,Retail Sales m/m,0.70%,0.20%,0.30%,0.10%,6761
7975,2008-01-22,10:00,CAD,H,BOC Rate Statement,,,,,7975
6763,2008-01-22,10:00,CAD,H,Overnight Rate,4.00%,4.00%,4.25%,,6763
6764,2008-01-22,11:00,USD,L,Richmond Manufacturing Index,-8,-3,-4,,6764
6868,2008-01-22,15:40,USD,L,President Bush Speaks,,,,,6868
6795,2008-01-22,16:10,GBP,H,BOE Gov King Speaks,,,,,6795
6765,2008-01-22,19:30,AUD,L,MI Leading Index m/m,1.00%,,0.50%,,6765
6766,2008-01-22,20:30,AUD,H,CPI q/q,0.90%,1.00%,0.70%,,6766
6767,2008-01-22,20:30,AUD,M,Trimmed Mean CPI q/q,1.00%,0.80%,0.90%,,6767
15597,2008-01-23,0:01,ALL,M,WEF Annual Meetings [Day 1],,,,,15597
6768,2008-01-23,3:45,EUR,M,French Consumer Spending m/m,2.00%,0.70%,0.10%,-0.10%,6768
6805,2008-01-23,4:00,EUR,M,ECB President Trichet Speaks,,,,,6805
6798,2008-01-23,5:00,EUR,L,Flash Services PMI,52,52.8,53.1,53.2,6798
6797,2008-01-23,5:00,EUR,M,Flash Manufacturing PMI,52.6,52,52.6,52.5,6797
6770,2008-01-23,5:30,GBP,H,MPC Official Bank Rate Votes,0-1-8,0-1-8,0-9-0,,6770
6769,2008-01-23,5:30,GBP,H,Prelim GDP q/q,0.60%,0.50%,0.70%,0.80%,6769
6771,2008-01-23,5:30,GBP,L,Index of Services 3m/3m,0.60%,0.60%,0.60%,0.70%,6771
6772,2008-01-23,6:00,EUR,M,Industrial New Orders m/m,2.70%,1.10%,2.50%,,6772
43185,2008-01-23,6:09,EUR,L,German 30-y Bond Auction,4.45|2.1,,4.52|2.5,,43185
6773,2008-01-23,9:30,CAD,L,Leading Index m/m,-0.10%,0.00%,0.00%,,6773
6790,2008-01-23,16:00,NZD,H,Official Cash Rate,8.25%,8.25%,8.25%,,6790
7991,2008-01-23,16:00,NZD,H,RBNZ Rate Statement,,,,,7991
6791,2008-01-23,19:00,NZD,L,Business NZ Manufacturing Index,53.8,,56.7,57.2,6791
6793,2008-01-23,19:50,JPY,L,All Industries Activity m/m,-0.50%,-0.40%,1.20%,,6793
6792,2008-01-23,19:50,JPY,L,Trade Balance,0.64T,0.70T,0.83T,0.89T,6792
18421,2008-01-23,22:00,CNY,H,GDP q/y,11.20%,11.30%,11.50%,,18421
23249,2008-01-23,22:00,CNY,L,Retail Sales y/y,20.20%,18.70%,18.80%,,23249
18521,2008-01-23,22:00,CNY,M,CPI y/y,6.50%,6.50%,6.90%,,18521
19738,2008-01-23,22:00,CNY,M,Fixed Asset Investment ytd/y,25.80%,26.40%,26.80%,,19738
18450,2008-01-23,22:00,CNY,M,Industrial Production y/y,17.40%,17.20%,17.30%,,18450
23229,2008-01-23,22:00,CNY,M,NBS Press Conference,,,,,23229
18569,2008-01-23,22:00,CNY,M,PPI y/y,5.40%,4.80%,4.60%,,18569
6799,2008-01-23,22:00,NZD,L,Credit Card Spending y/y,7.60%,,9.50%,,6799
15598,2008-01-24,0:01,ALL,M,WEF Annual Meetings [Day 2],,,,,15598
6780,2008-01-24,5:00,EUR,H,German Ifo Business Climate,103.4,102.3,103,,6780
6782,2008-01-24,5:30,GBP,M,BBA Mortgage Approvals,42.1K,,43.9K,44.8K,6782
6783,2008-01-24,9:30,USD,H,Unemployment Claims,301K,320K,302K,301K,6783
10522,2008-01-24,10:00,EUR,M,Belgian NBB Business Climate,-0.8,-2.5,-1.9,,10522
6784,2008-01-24,11:00,USD,H,Existing Home Sales,4.89M,4.95M,5.00M,,6784
6785,2008-01-24,11:30,CAD,H,BOC Monetary Policy Report,,,,,6785
6774,2008-01-24,11:30,USD,L,Crude Oil Inventories,2.3M,1.5M,4.3M,,6774
8239,2008-01-24,11:30,USD,L,Natural Gas Storage,-155B,-159B,-59B,,8239
6866,2008-01-24,12:15,CAD,H,BOC Press Conference,,,,,6866
6802,2008-01-24,12:20,USD,L,Treasury Sec Paulson Speaks,,,,,6802
6803,2008-01-24,12:35,EUR,H,ECB President Trichet Speaks,,,,,6803
6786,2008-01-24,19:00,AUD,L,CB Leading Index m/m,0.80%,,1.10%,0.90%,6786
6787,2008-01-24,19:30,JPY,L,National Core CPI y/y,0.80%,0.60%,0.40%,,6787
6870,2008-01-24,19:30,JPY,M,Tokyo Core CPI y/y,0.40%,0.30%,0.30%,,6870
8435,2008-01-24,19:30,NZD,M,RBNZ Gov Bollard Speaks,,,,,8435
6789,2008-01-24,19:50,JPY,M,Monetary Policy Meeting Minutes,,,,,6789
15599,2008-01-25,0:01,ALL,M,WEF Annual Meetings [Day 3],,,,,15599
6807,2008-01-25,3:00,EUR,L,German Import Prices m/m,-0.10%,0.00%,0.70%,,6807
6775,2008-01-25,3:00,EUR,L,GfK German Consumer Climate,4.5,4.3,4.5,,6775
43865,2008-01-25,4:00,EUR,L,Spanish Unemployment Rate,8.60%,8.30%,8.00%,,43865
6776,2008-01-25,5:00,EUR,L,Italian Retail Sales m/m,-0.30%,0.10%,0.40%,,6776
6779,2008-01-25,8:00,CAD,H,Core CPI m/m,-0.30%,-0.10%,0.00%,,6779
6778,2008-01-25,8:00,CAD,M,CPI m/m,0.10%,0.10%,0.30%,,6778
15600,2008-01-26,0:01,ALL,M,WEF Annual Meetings [Day 4],,,,,15600
15601,2008-01-27,0:01,ALL,M,WEF Annual Meetings [Day 5],,,,,15601
12127,2008-01-27,0:01,AUD,N,Bank Holiday [All Day],,,,,12127
6808,2008-01-27,19:50,JPY,L,SPPI y/y,1.40%,1.40%,1.40%,,6808
6809,2008-01-28,5:00,EUR,L,M3 Money Supply y/y,11.50%,12.30%,12.30%,,6809
