Event ID,Date,Time,Currency,Impact,News description,Actual,Forecast,Previous,Revised from,FF event ID
35461,2011-01-05,8:30,USD,L,Challenger Job Cuts y/y,-29.00%,,-3.30%,,35461
33198,2011-01-05,9:15,USD,H,ADP Non-Farm Employment Change,297K,101K,92K,93K,33198
34078,2011-01-05,9:30,CAD,L,IPPI m/m,0.50%,0.40%,0.50%,,34078
34079,2011-01-05,9:30,CAD,M,RMPI m/m,3.50%,2.10%,2.10%,1.70%,34079
32966,2011-01-05,11:00,USD,H,ISM Non-Manufacturing PMI,57.1,55.6,55,,32966
36939,2011-01-05,11:30,USD,M,Crude Oil Inventories,-4.2M,-1.4M,-1.3M,,36939
33000,2011-01-05,18:26,AUD,M,AIG Services Index,46.4,,46.2,,33000
34481,2011-01-05,20:30,AUD,H,Building Approvals m/m,-4.20%,-3.60%,8.30%,9.30%,34481
49022,2011-01-05,23:45,JPY,L,10-y Bond Auction,1.21|3.0,,1.19|2.4,,49022
36994,2011-01-06,0:01,EUR,N,Italian Bank Holiday [All Day],,,,,36994
36429,2011-01-06,4:15,CHF,M,CPI m/m,0.00%,-0.10%,0.20%,,36429
41351,2011-01-06,5:27,CHF,H,Foreign Currency Reserves,202.6B,,212.4B,,41351
33178,2011-01-06,5:30,GBP,H,Services PMI,49.7,52.9,53,,33178
25825,2011-01-06,5:30,GBP,M,BOE Credit Conditions Survey,,,,,25825
42389,2011-01-06,6:00,EUR,M,French 10-y Bond Auction,3.36|2.0,,2.87|1.9,,42389
35170,2011-01-06,6:00,EUR,M,Retail Sales m/m,-0.80%,0.30%,0.00%,0.50%,35170
42459,2011-01-06,6:38,GBP,M,10-y Bond Auction,3.69|2.0,,3.45|1.8,,42459
33499,2011-01-06,7:00,EUR,M,German Factory Orders m/m,5.20%,1.00%,1.60%,,33499
35329,2011-01-06,9:30,USD,H,Unemployment Claims,409K,400K,391K,388K,35329
33587,2011-01-06,11:00,CAD,H,Ivey PMI,50,53.3,57.5,,33587
35336,2011-01-06,11:30,USD,L,Natural Gas Storage,-135B,-135B,-136B,,35336
36200,2011-01-07,2:45,CHF,L,Unemployment Rate,3.60%,3.60%,3.60%,,36200
33451,2011-01-07,3:00,EUR,L,German Trade Balance,11.8B,14.5B,14.2B,14.3B,33451
33622,2011-01-07,3:00,EUR,M,German Retail Sales m/m,-2.40%,0.60%,0.10%,2.30%,33622
35899,2011-01-07,3:45,EUR,L,French Trade Balance,-3.9B,-4.0B,-3.7B,-3.4B,35899
37147,2011-01-07,5:00,EUR,L,Italian Monthly Unemployment Rate,8.70%,8.60%,8.70%,8.60%,37147
37232,2011-01-07,5:00,EUR,M,ECB President Trichet Speaks,,,,,37232
35116,2011-01-07,6:00,EUR,L,Final GDP q/q,0.30%,0.40%,0.40%,,35116
35173,2011-01-07,6:00,EUR,M,Unemployment Rate,10.10%,10.10%,10.10%,,35173
33463,2011-01-07,7:00,EUR,M,German Industrial Production m/m,-0.70%,-0.10%,3.00%,2.90%,33463
34192,2011-01-07,8:00,CAD,H,Employment Change,22.0K,19.1K,15.2K,,34192
34191,2011-01-07,8:00,CAD,H,Unemployment Rate,7.60%,7.70%,7.60%,,34191
32860,2011-01-07,9:30,USD,H,Non-Farm Employment Change,103K,159K,71K,39K,32860
32859,2011-01-07,9:30,USD,H,Unemployment Rate,9.40%,9.70%,9.80%,,32859
32861,2011-01-07,9:30,USD,M,Average Hourly Earnings m/m,0.10%,0.20%,0.00%,,32861
37211,2011-01-07,10:30,USD,H,Fed Chairman Bernanke Testifies,,,,,37211
37233,2011-01-07,12:35,USD,L,President Obama Speaks,,,,,37233
37224,2011-01-07,14:30,USD,L,FOMC Member Duke Speaks,,,,,37224
35489,2011-01-07,16:00,USD,L,Consumer Credit m/m,1.3B,0.1B,7.0B,3.4B,35489
37227,2011-01-07,17:30,USD,M,FOMC Member Evans Speaks,,,,,37227
37225,2011-01-08,17:30,USD,M,FOMC Member Yellen Speaks,,,,,37225
37022,2011-01-09,0:01,JPY,N,Bank Holiday [All Day],,,,,37022
34145,2011-01-09,17:45,NZD,M,Trade Balance,-186M,-133M,-224M,-319M,34145
33001,2011-01-09,18:30,AUD,L,AIG Construction Index,43.8,,42.2,,33001
34420,2011-01-09,20:30,AUD,H,Retail Sales m/m,0.30%,0.30%,-0.80%,-1.10%,34420
33228,2011-01-09,23:01,CNY,H,Trade Balance,13.1B,20.9B,22.9B,,33228
36477,2011-01-10,3:45,EUR,M,French Industrial Production m/m,2.30%,1.10%,-0.80%,,36477
36577,2011-01-10,4:00,GBP,H,Halifax HPI m/m,-1.30%,-0.30%,-0.20%,-0.10%,36577
36631,2011-01-10,4:15,CHF,H,Retail Sales y/y,2.50%,2.20%,3.50%,,36631
33607,2011-01-10,5:30,EUR,L,Sentix Investor Confidence,10.6,11.9,9.7,,33607
37236,2011-01-10,8:00,EUR,H,ECB President Trichet Speaks,,,,,37236
33875,2011-01-10,9:30,CAD,H,Building Permits m/m,-11.20%,0.80%,-6.20%,-6.50%,33875
34141,2011-01-10,11:30,CAD,H,BOC Business Outlook Survey,,,,,34141
37235,2011-01-10,14:05,CAD,L,Gov Council Member Cote Speaks,,,,,37235
34315,2011-01-10,17:00,NZD,H,NZIER Business Confidence,8,,6,,34315
34146,2011-01-10,17:45,NZD,M,Building Consents m/m,8.80%,,-1.80%,-2.00%,34146
35967,2011-01-10,20:00,GBP,M,BRC Retail Sales Monitor y/y,-0.30%,,0.70%,,35967
37129,2011-01-10,20:30,AUD,H,ANZ Job Advertisements m/m,2.00%,,3.00%,2.90%,37129
34432,2011-01-10,20:30,AUD,H,Trade Balance,1.93B,2.03B,2.56B,2.63B,34432
37103,2011-01-10,22:02,CNY,L,M2 Money Supply y/y,19.70%,19.20%,19.50%,,37103
37104,2011-01-10,22:02,CNY,M,New Loans,481B,365B,564B,,37104
36915,2011-01-11,1:00,JPY,L,Leading Indicators,101.00%,100.90%,97.20%,,36915
48386,2011-01-11,8:30,USD,L,NFIB Small Business Index,92.6,94.6,93.2,,48386
36453,2011-01-11,9:15,CAD,H,Housing Starts,172K,179K,198K,187K,36453
37228,2011-01-11,9:30,USD,M,FOMC Member Plosser Speaks,,,,,37228
49318,2011-01-11,11:00,USD,L,JOLTS Job Openings,3.25M,,3.33M,3.36M,49318
33972,2011-01-11,11:00,USD,L,Wholesale Inventories m/m,-0.20%,1.10%,1.70%,1.90%,33972
37229,2011-01-11,15:00,USD,M,FOMC Member Kocherlakota Speaks,,,,,37229
35772,2011-01-11,19:50,JPY,L,Bank Lending y/y,-1.90%,,-2.00%,,35772
35770,2011-01-11,19:50,JPY,L,Current Account,1.15T,0.99T,1.46T,,35770
35771,2011-01-11,19:50,JPY,L,M2 Money Stock y/y,2.30%,2.60%,2.60%,,35771
36873,2011-01-11,20:01,GBP,L,BRC Shop Price Index y/y,2.10%,,2.00%,,36873
36134,2011-01-11,20:22,USD,L,IBD/TIPP Economic Optimism,51.9,47.1,45.8,,36134
34469,2011-01-11,20:30,AUD,H,Home Loans m/m,2.50%,-1.20%,2.20%,1.90%,34469
36775,2011-01-12,1:00,JPY,L,Economy Watchers Sentiment,45.1,44.9,43.6,,36775
35900,2011-01-12,3:45,EUR,L,French Gov Budget Balance,-140.7B,,-133.1B,,35900
36478,2011-01-12,5:00,EUR,L,Italian Industrial Production m/m,1.10%,0.70%,-0.10%,,36478
34534,2011-01-12,5:30,GBP,M,Trade Balance,-8.7B,-8.2B,-8.6B,-8.5B,34534
35174,2011-01-12,6:00,EUR,M,Industrial Production m/m,1.20%,0.50%,0.70%,,35174
34343,2011-01-12,9:30,CAD,M,NHPI m/m,0.30%,0.10%,0.10%,,34343
36666,2011-01-12,9:30,USD,M,Import Prices m/m,1.10%,1.30%,1.50%,1.30%,36666
37239,2011-01-12,9:30,USD,M,Treasury Sec Geithner Speaks,,,,,37239
36940,2011-01-12,11:30,USD,M,Crude Oil Inventories,-2.2M,0.4M,-4.2M,,36940
37238,2011-01-12,14:00,CHF,H,Gov Board Member Jordan Speaks,,,,,37238
42321,2011-01-12,14:00,USD,M,10-y Bond Auction,3.39|3.3,,3.34|2.9,,42321
37237,2011-01-12,14:00,USD,M,FOMC Member Fisher Speaks,,,,,37237
33579,2011-01-12,15:00,USD,M,Beige Book,,,,,33579
36465,2011-01-12,15:00,USD,M,Federal Budget Balance,-80.0B,-81.1B,-150.4B,,36465
35887,2011-01-12,19:50,JPY,M,Core Machinery Orders m/m,-3.00%,2.10%,-1.40%,,35887
34446,2011-01-12,20:30,AUD,H,Employment Change,2.3K,25.2K,55.2K,54.6K,34446
34445,2011-01-12,20:30,AUD,H,Unemployment Rate,5.00%,5.10%,5.20%,,34445
34320,2011-01-12,22:00,NZD,L,ANZ Commodity Prices m/m,2.00%,,4.50%,,34320
49081,2011-01-12,23:45,JPY,L,30-y Bond Auction,2.16|5.8,,2.19|3.0,,49081
36774,2011-01-13,2:00,JPY,L,Prelim Machine Tool Orders y/y,63.50%,,104.20%,,36774
35923,2011-01-13,2:30,EUR,L,French CPI m/m,0.50%,0.40%,0.10%,,35923
36607,2011-01-13,3:00,EUR,L,German WPI m/m,1.80%,0.60%,0.70%,,36607
33050,2011-01-13,5:30,GBP,H,Manufacturing Production m/m,0.60%,0.50%,0.60%,,33050
33049,2011-01-13,5:30,GBP,L,Industrial Production m/m,0.40%,0.50%,-0.10%,-0.20%,33049
32725,2011-01-13,8:00,GBP,H,Asset Purchase Facility,200B,200B,200B,,32725
32723,2011-01-13,8:00,GBP,H,Official Bank Rate,0.50%,0.50%,0.50%,,32723
32775,2011-01-13,8:45,EUR,H,Minimum Bid Rate,1.00%,1.00%,1.00%,,32775
34367,2011-01-13,9:30,CAD,H,Trade Balance,-0.1B,-2.0B,-1.5B,-1.7B,34367
32776,2011-01-13,9:30,EUR,H,ECB Press Conference,,,,,32776
36379,2011-01-13,9:30,USD,H,PPI m/m,1.10%,0.80%,0.80%,,36379
33948,2011-01-13,9:30,USD,H,Trade Balance,-38.3B,-40.8B,-38.4B,-38.7B,33948
35330,2011-01-13,9:30,USD,H,Unemployment Claims,445K,405K,410K,409K,35330
36380,2011-01-13,9:30,USD,M,Core PPI m/m,0.20%,0.20%,0.30%,,36380
35384,2011-01-13,11:00,GBP,M,NIESR GDP Estimate,0.50%,,0.60%,,35384
35335,2011-01-13,11:30,USD,L,Natural Gas Storage,-138B,-146B,-135B,,35335
37234,2011-01-13,14:00,USD,H,Fed Chairman Bernanke Speaks,,,,,37234
42931,2011-01-13,14:00,USD,L,30-y Bond Auction,4.52|2.7,,4.41|2.7,,42931
35822,2011-01-13,19:50,JPY,L,PPI y/y,1.20%,1.00%,0.90%,,35822
37091,2011-01-13,22:00,CNY,L,CB Leading Index m/m,0.50%,,0.80%,0.90%,37091
33487,2011-01-14,3:00,EUR,L,German Final CPI m/m,1.00%,1.00%,1.00%,,33487
36630,2011-01-14,4:15,CHF,M,PPI m/m,0.30%,0.20%,-0.20%,,36630
36725,2011-01-14,5:00,EUR,L,Italian Trade Balance,-3.38B,-1.96B,-2.01B,,36725
33122,2011-01-14,5:30,GBP,H,PPI Input m/m,3.40%,1.60%,0.90%,,33122
33123,2011-01-14,5:30,GBP,L,PPI Output m/m,0.50%,0.40%,0.40%,0.30%,33123
35175,2011-01-14,6:00,EUR,L,Trade Balance,-1.9B,1.9B,3.5B,3.6B,35175
35177,2011-01-14,6:00,EUR,M,Final Core CPI y/y,1.10%,1.10%,1.10%,,35177
35176,2011-01-14,6:00,EUR,M,Final CPI y/y,2.20%,2.20%,2.20%,,35176
34156,2011-01-14,9:30,CAD,L,New Motor Vehicle Sales m/m,0.30%,0.90%,-0.30%,,34156
36382,2011-01-14,9:30,USD,H,Core CPI m/m,0.10%,0.10%,0.10%,,36382
34118,2011-01-14,9:30,USD,H,Core Retail Sales m/m,0.50%,0.70%,1.00%,1.20%,34118
34117,2011-01-14,9:30,USD,H,Retail Sales m/m,0.60%,0.80%,0.80%,,34117
36381,2011-01-14,9:30,USD,M,CPI m/m,0.50%,0.40%,0.10%,,36381
34788,2011-01-14,10:15,USD,M,Capacity Utilization Rate,76.00%,75.60%,75.40%,75.20%,34788
34787,2011-01-14,10:15,USD,M,Industrial Production m/m,0.80%,0.50%,0.30%,0.40%,34787
33531,2011-01-14,10:55,USD,H,Prelim UoM Consumer Sentiment,72.7,75.5,74.5,74.2,33531
33532,2011-01-14,10:55,USD,L,Prelim UoM Inflation Expectations,3.30%,,3.00%,2.90%,33532
33985,2011-01-14,11:00,USD,M,Business Inventories m/m,0.20%,0.70%,0.80%,0.70%,33985
34147,2011-01-16,17:45,NZD,L,FPI m/m,-0.80%,,-0.60%,,34147
29054,2011-01-16,19:30,AUD,L,MI Inflation Gauge m/m,0.20%,,0.40%,,29054
36690,2011-01-16,20:01,GBP,M,Rightmove HPI m/m,0.30%,,-3.00%,,36690
34493,2011-01-16,20:30,AUD,M,New Motor Vehicle Sales m/m,0.80%,,0.50%,0.20%,34493
44078,2011-01-17,0:01,EUR,M,Eurogroup Meetings [All Day],,,,,44078
35671,2011-01-17,0:01,USD,N,Bank Holiday [All Day],,,,,35671
36811,2011-01-17,1:00,JPY,L,Consumer Confidence,40.1,41.7,40.4,,36811
50172,2011-01-17,7:00,EUR,L,German Buba Monthly Report,,,,,50172
37230,2011-01-17,8:15,USD,M,FOMC Member Plosser Speaks,,,,,37230
35031,2011-01-17,9:30,CAD,M,Foreign Securities Purchases,8.01B,10.42B,9.71B,9.51B,35031
37368,2011-01-17,17:00,NZD,M,REINZ HPI m/m,-0.60%,,1.90%,,37368
34855,2011-01-17,20:01,GBP,M,Nationwide Consumer Confidence,53,47,45,,34855
35968,2011-01-17,20:01,GBP,M,RICS House Price Balance,-39%,-43%,-44%,,35968
36082,2011-01-17,22:00,CNY,L,Foreign Direct Investment ytd/y,17.40%,,17.70%,,36082
37231,2011-01-18,0:01,EUR,M,ECOFIN Meetings [All Day],,,,,37231
35834,2011-01-18,0:30,JPY,L,Revised Industrial Production m/m,1.00%,1.00%,1.00%,,35834
33086,2011-01-18,5:30,GBP,H,CPI y/y,3.70%,3.30%,3.30%,,33086
33087,2011-01-18,5:30,GBP,L,Core CPI y/y,2.90%,2.60%,2.70%,,33087
33088,2011-01-18,5:30,GBP,M,RPI y/y,4.80%,4.80%,4.70%,,33088
35088,2011-01-18,5:38,GBP,L,HPI y/y,4.00%,5.20%,5.50%,,35088
34699,2011-01-18,6:00,EUR,H,German ZEW Economic Sentiment,15.4,6.5,4.3,,34699
34700,2011-01-18,6:00,EUR,M,ZEW Economic Sentiment,25.4,17.3,15.5,,34700
56242,2011-01-18,9:30,NZD,L,GDT Price Index,0.70%,,5.80%,,56242
35558,2011-01-18,9:30,USD,M,Empire State Manufacturing Index,11.9,12.6,10.6,,35558
32840,2011-01-18,10:00,CAD,H,BOC Rate Statement,,,,,32840
32839,2011-01-18,10:00,CAD,H,Overnight Rate,1.00%,1.00%,1.00%,,32839
35745,2011-01-18,10:00,USD,H,TIC Long-Term Purchases,85.1B,43.4B,28.9B,27.6B,35745
36678,2011-01-18,11:00,USD,L,NAHB Housing Market Index,16,17,16,,36678
36122,2011-01-18,19:30,AUD,M,Westpac Consumer Sentiment,-5.70%,,0.20%,,36122
35858,2011-01-18,19:50,JPY,M,Tertiary Industry Activity m/m,0.60%,0.60%,0.30%,0.50%,35858
36554,2011-01-19,5:00,EUR,M,Current Account,-11.2B,-10.2B,-9.6B,-9.8B,36554
34380,2011-01-19,5:30,GBP,H,Claimant Count Change,-4.1K,-0.3K,-3.2K,-1.2K,34380
34379,2011-01-19,5:30,GBP,L,Unemployment Rate,7.90%,7.90%,7.90%,,34379
34381,2011-01-19,5:30,GBP,M,Average Earnings Index 3m/y,2.10%,2.20%,2.10%,2.20%,34381
35634,2011-01-19,6:00,GBP,L,CB Leading Index m/m,0.00%,,0.40%,,35634
34239,2011-01-19,9:30,CAD,M,Manufacturing Sales m/m,-0.80%,0.60%,1.50%,1.70%,34239
34020,2011-01-19,9:30,USD,H,Building Permits,0.64M,0.56M,0.54M,0.53M,34020
34021,2011-01-19,9:30,USD,M,Housing Starts,0.53M,0.55M,0.55M,0.56M,34021
35538,2011-01-19,11:30,CAD,H,BOC Monetary Policy Report,,,,,35538
35539,2011-01-19,12:15,CAD,H,BOC Press Conference,,,,,35539
37256,2011-01-19,13:00,GBP,M,MPC Member Posen Speaks,,,,,37256
34148,2011-01-19,17:45,NZD,H,CPI q/q,2.30%,2.30%,1.10%,,34148
34576,2011-01-19,20:00,AUD,M,MI Inflation Expectations,4.60%,,2.80%,,34576
33223,2011-01-19,22:00,CNY,H,CPI y/y,4.60%,4.70%,5.10%,,33223
35327,2011-01-19,22:00,CNY,H,GDP q/y,9.80%,9.30%,9.60%,,35327
33227,2011-01-19,22:00,CNY,L,Retail Sales y/y,19.10%,18.90%,18.70%,,33227
33224,2011-01-19,22:00,CNY,M,Fixed Asset Investment ytd/y,24.50%,24.90%,24.90%,,33224
33222,2011-01-19,22:00,CNY,M,Industrial Production y/y,13.50%,13.50%,13.30%,,33222
33225,2011-01-19,22:00,CNY,M,NBS Press Conference,,,,,33225
33226,2011-01-19,22:00,CNY,M,PPI y/y,5.90%,5.60%,6.10%,,33226
33519,2011-01-20,3:00,EUR,M,German PPI m/m,0.70%,0.50%,0.20%,,33519
35999,2011-01-20,5:00,EUR,M,ECB Monthly Bulletin,,,,,35999
36170,2011-01-20,6:00,CHF,M,ZEW Economic Expectations,-18.4,,-12.5,,36170
35943,2011-01-20,7:00,GBP,M,CBI Industrial Order Expectations,-16,-1,-3,,35943
33839,2011-01-20,9:30,CAD,M,Leading Index m/m,0.50%,0.40%,0.50%,0.30%,33839
34355,2011-01-20,9:30,CAD,M,Wholesale Sales m/m,1.20%,0.30%,0.30%,0.00%,34355
35331,2011-01-20,9:30,USD,H,Unemployment Claims,404K,422K,441K,445K,35331
36703,2011-01-20,11:00,EUR,L,Consumer Confidence,-11,-12,-11,,36703
34831,2011-01-20,11:00,USD,H,Existing Home Sales,5.28M,4.88M,4.70M,4.68M,34831
37174,2011-01-20,11:00,USD,H,Philly Fed Manufacturing Index,19.3,20.7,24.3,,37174
35525,2011-01-20,11:00,USD,L,CB Leading Index m/m,1.00%,0.70%,1.10%,,35525
35334,2011-01-20,11:30,USD,L,Natural Gas Storage,-243B,-223B,-138B,,35334
36941,2011-01-20,12:00,USD,M,Crude Oil Inventories,2.6M,-1.1M,-2.2M,,36941
37255,2011-01-20,13:00,CHF,H,SNB Chairman Hildebrand Speaks,,,,,37255
36885,2011-01-20,17:29,NZD,L,Business NZ Manufacturing Index,53.1,,52.7,,36885
34150,2011-01-20,17:45,NZD,H,Core Retail Sales m/m,-0.20%,0.60%,-1.60%,,34150
34149,2011-01-20,17:45,NZD,H,Retail Sales m/m,1.50%,1.30%,-2.40%,-2.50%,34149
33308,2011-01-20,20:30,AUD,M,Import Prices q/q,-3.80%,0.90%,0.80%,0.70%,33308
35870,2011-01-21,0:30,JPY,M,All Industries Activity m/m,-0.10%,0.20%,-0.30%,-0.20%,35870
35707,2011-01-21,5:00,EUR,H,German Ifo Business Climate,110.3,110,109.8,109.9,35707
33073,2011-01-21,5:30,GBP,H,Retail Sales m/m,-0.80%,-0.20%,0.40%,0.30%,33073
35123,2011-01-21,5:30,GBP,M,Prelim Mortgage Approvals,40K,49K,45k,,35123
33869,2011-01-21,9:30,CAD,H,Core Retail Sales m/m,1.00%,0.60%,0.90%,,33869
33851,2011-01-21,9:30,CAD,M,Retail Sales m/m,1.30%,0.50%,1.00%,0.80%,33851
35708,2011-01-21,10:00,EUR,M,Belgian NBB Business Climate,4.5,3.3,3.1,,35708
37310,2011-01-21,14:05,USD,L,President Obama Speaks,,,,,37310
33035,2011-01-23,20:30,AUD,H,PPI q/q,0.10%,0.50%,1.30%,,33035
33332,2011-01-24,4:00,EUR,M,French Flash Manufacturing PMI,54.3,56.8,57.2,56.3,33332
33333,2011-01-24,4:00,EUR,M,French Flash Services PMI,57.1,55.2,54.9,54.1,33333
33334,2011-01-24,4:30,EUR,M,German Flash Manufacturing PMI,60.2,61.1,60.7,60.9,33334
33335,2011-01-24,4:30,EUR,M,German Flash Services PMI,60,59.2,59.2,58.3,33335
33336,2011-01-24,5:00,EUR,M,Flash Manufacturing PMI,56.9,57.1,57.1,56.8,33336
33337,2011-01-24,5:00,EUR,M,Flash Services PMI,55.2,54.2,54.2,53.7,33337
35178,2011-01-24,6:00,EUR,M,Industrial New Orders m/m,2.10%,2.30%,1.40%,,35178
37308,2011-01-24,14:00,GBP,M,MPC Member Sentance Speaks,,,,,37308
37198,2011-01-24,19:00,AUD,M,CB Leading Index m/m,0.30%,,0.60%,,37198
33039,2011-01-24,20:30,AUD,H,CPI q/q,0.40%,0.70%,0.70%,,33039
33040,2011-01-24,20:30,AUD,M,Trimmed Mean CPI q/q,0.30%,0.80%,0.60%,,33040
36835,2011-01-24,23:29,JPY,H,Monetary Policy Statement,,,,,36835
36834,2011-01-24,23:29,JPY,H,Overnight Call Rate,<0.10%,<0.10%,<0.10%,,36834
35690,2011-01-25,0:01,AUD,N,Bank Holiday [All Day],,,,,35690
35750,2011-01-25,3:00,CHF,M,UBS Consumption Indicator,1.84,,1.62,1.63,35750
36702,2011-01-25,3:00,EUR,M,GfK German Consumer Climate,5.7,5.5,5.5,5.4,36702
36836,2011-01-25,3:12,JPY,H,BOJ Press Conference,,,,,36836
36479,2011-01-25,3:45,EUR,M,French Consumer Spending m/m,0.60%,0.40%,2.70%,2.80%,36479
34546,2011-01-25,5:30,GBP,H,Prelim GDP q/q,-0.50%,0.50%,0.70%,0.80%,34546
35099,2011-01-25,5:30,GBP,H,Public Sector Net Borrowing,15.3B,18.2B,19.7B,22.8B,35099
34557,2011-01-25,5:30,GBP,L,Index of Services 3m/3m,0.50%,0.60%,0.50%,0.60%,34557
34046,2011-01-25,8:00,CAD,H,Core CPI m/m,-0.30%,-0.20%,0.00%,,34046
34045,2011-01-25,8:00,CAD,M,CPI m/m,0.00%,0.10%,0.10%,,34045
36542,2011-01-25,10:00,USD,M,S+P/CS Composite-20 HPI y/y,-1.60%,-1.40%,-0.80%,,36542
33417,2011-01-25,10:59,USD,L,Richmond Manufacturing Index,18,23,25,,33417
35477,2011-01-25,11:00,USD,H,CB Consumer Confidence,60.6,54.4,53.3,52.5,35477
36088,2011-01-25,11:00,USD,L,HPI m/m,0.00%,-0.10%,0.20%,0.70%,36088
37309,2011-01-25,15:40,GBP,H,BOE Gov King Speaks,,,,,37309
35806,2011-01-25,19:50,JPY,L,SPPI y/y,-1.30%,-1.30%,-1.10%,,35806
36158,2011-01-25,22:00,NZD,L,Credit Card Spending y/y,2.00%,,3.70%,3.80%,36158
37311,2011-01-25,22:00,USD,M,President Obama Speaks,,,,,37311
37086,2011-01-26,0:01,ALL,M,WEF Annual Meetings [Day 1],,,,,37086
36517,2011-01-26,1:00,JPY,M,BOJ Monthly Report,,,,,36517
36606,2011-01-26,3:00,EUR,L,German Import Prices m/m,2.30%,1.30%,1.20%,,36606
36726,2011-01-26,5:00,EUR,L,Italian Retail Sales m/m,-0.30%,0.10%,0.30%,,36726
49148,2011-01-26,5:30,GBP,H,MPC Asset Purchase Facility Votes,1-0-8,1-0-8,1-0-8,,49148
32726,2011-01-26,5:30,GBP,H,MPC Official Bank Rate Votes,2-0-7,1-0-8,1-0-8,,32726
37052,2011-01-26,5:30,GBP,M,BBA Mortgage Approvals,28.7K,29.9K,29.7K,30.0K,37052
42900,2011-01-26,6:05,EUR,L,German 30-y Bond Auction,3.58|1.2,,3.33|1.2,,42900
