Event ID,Date,Time,Currency,Impact,News description,Actual,Forecast,Previous,Revised from,FF event ID
42155,2010-01-06,4:00,CHF,H,Foreign Currency Reserves,94.7B,,95.2B,,42155
43921,2010-01-06,4:15,EUR,L,Spanish Services PMI,45,,46.1,,43921
43539,2010-01-06,4:45,EUR,L,Italian Services PMI,53.9,51.9,49.8,,43539
59128,2010-01-06,4:50,EUR,L,French Final Services PMI,58.7,59.3,59.3,,59128
59140,2010-01-06,4:55,EUR,L,German Final Services PMI,52.7,53.1,53.1,,59140
24654,2010-01-06,5:00,EUR,L,Final Services PMI,53.6,53.7,53.7,,24654
24513,2010-01-06,5:30,GBP,H,Services PMI,56.8,56.7,56.6,,24513
27236,2010-01-06,6:00,EUR,L,PPI m/m,0.10%,0.20%,0.30%,0.20%,27236
13675,2010-01-06,6:00,EUR,M,Industrial New Orders m/m,-2.20%,-1.00%,1.70%,1.50%,13675
42345,2010-01-06,6:04,EUR,M,German 10-y Bond Auction,3.38|1.6,,3.37|1.4,,42345
27463,2010-01-06,8:30,USD,L,Challenger Job Cuts y/y,-72.90%,,-72.30%,,27463
26959,2010-01-06,9:15,USD,H,ADP Non-Farm Employment Change,-84K,-74K,-145K,-169K,26959
25334,2010-01-06,11:00,USD,H,ISM Non-Manufacturing PMI,50.1,50.5,48.7,,25334
24689,2010-01-06,11:30,USD,M,Crude Oil Inventories,1.3M,-0.4M,-1.5M,,24689
26637,2010-01-06,15:00,USD,H,FOMC Meeting Minutes,,,,,26637
27542,2010-01-06,17:45,NZD,M,Trade Balance,-269M,-397M,-495M,-487M,27542
27323,2010-01-06,20:30,AUD,H,Retail Sales m/m,1.40%,0.40%,0.40%,0.30%,27323
24616,2010-01-06,20:30,AUD,H,Trade Balance,-1.70B,-1.79B,-2.08B,-2.38B,24616
29488,2010-01-07,2:00,USD,M,FOMC Member Bullard Speaks,,,,,29488
25201,2010-01-07,3:00,EUR,M,German Retail Sales m/m,-1.10%,0.40%,0.00%,0.50%,25201
25522,2010-01-07,4:15,CHF,M,CPI m/m,-0.20%,0.10%,0.20%,,25522
24514,2010-01-07,5:00,GBP,H,Halifax HPI m/m,1.00%,0.60%,1.30%,1.40%,24514
27667,2010-01-07,6:00,EUR,L,Consumer Confidence,-16,-16,-17,,27667
27212,2010-01-07,6:00,EUR,M,Retail Sales m/m,-1.20%,0.00%,0.20%,0.00%,27212
42379,2010-01-07,6:05,EUR,M,French 10-y Bond Auction,3.60|1.7,,3.62|2.1,,42379
25189,2010-01-07,7:00,EUR,M,German Factory Orders m/m,0.20%,1.60%,-1.90%,-2.10%,25189
25048,2010-01-07,8:00,GBP,H,Asset Purchase Facility,200B,200B,200B,,25048
25047,2010-01-07,8:00,GBP,H,MPC Rate Statement,,,,,25047
25046,2010-01-07,8:00,GBP,H,Official Bank Rate,0.50%,0.50%,0.50%,,25046
28870,2010-01-07,9:30,USD,H,Unemployment Claims,434K,449K,433K,432K,28870
25594,2010-01-07,11:00,CAD,H,Ivey PMI,48.4,52.2,55.9,,25594
24690,2010-01-07,11:30,USD,L,Natural Gas Storage,-153B,-147B,-124B,,24690
29487,2010-01-07,14:00,USD,M,FOMC Member Hoenig Speaks,,,,,29487
24574,2010-01-07,18:30,AUD,L,AIG Construction Index,49.3,,47.6,,24574
29003,2010-01-08,1:00,JPY,L,Leading Indicators,91.20%,91.40%,89.40%,89.70%,29003
27783,2010-01-08,2:45,CHF,L,Unemployment Rate,4.20%,4.20%,4.10%,,27783
25094,2010-01-08,3:00,EUR,L,German Trade Balance,17.2B,12.3B,12.7B,12.9B,25094
29489,2010-01-08,3:30,USD,M,FOMC Member Bullard Speaks,,,,,29489
26548,2010-01-08,3:45,EUR,L,French Trade Balance,-5.3B,-3.9B,-4.4B,,26548
26692,2010-01-08,5:30,GBP,H,PPI Input m/m,0.10%,-0.20%,0.10%,,26692
26693,2010-01-08,5:30,GBP,L,PPI Output m/m,0.50%,0.20%,0.20%,,26693
27427,2010-01-08,6:00,EUR,L,Final GDP q/q,0.40%,0.40%,0.40%,,27427
29628,2010-01-08,6:00,EUR,L,Italian Monthly Unemployment Rate,8.30%,8.30%,8.20%,,29628
27407,2010-01-08,6:00,EUR,M,Unemployment Rate,10.00%,9.90%,9.90%,9.80%,27407
25167,2010-01-08,7:00,EUR,M,German Industrial Production m/m,0.70%,1.10%,-1.70%,-1.80%,25167
26717,2010-01-08,8:00,CAD,H,Employment Change,-2.6K,20.2K,79.1K,,26717
26716,2010-01-08,8:00,CAD,H,Unemployment Rate,8.50%,8.50%,8.50%,,26716
24199,2010-01-08,9:30,USD,H,Non-Farm Employment Change,-85K,-3K,4K,-11K,24199
24198,2010-01-08,9:30,USD,H,Unemployment Rate,10.00%,10.10%,10.00%,,24198
24200,2010-01-08,9:30,USD,M,Average Hourly Earnings m/m,0.20%,0.20%,0.20%,0.10%,24200
27952,2010-01-08,11:00,USD,L,Wholesale Inventories m/m,1.50%,-0.20%,0.60%,0.30%,27952
29491,2010-01-08,11:15,USD,M,FOMC Member Rosengren Speaks,,,,,29491
29535,2010-01-08,15:40,USD,L,President Obama Speaks,,,,,29535
24922,2010-01-08,16:00,USD,L,Consumer Credit m/m,-17.5B,-4.9B,-4.2B,-3.5B,24922
28967,2010-01-10,0:01,JPY,N,Bank Holiday [All Day],,,,,28967
26373,2010-01-10,2:04,CNY,H,Trade Balance,18.4B,20.3B,19.1B,,26373
28478,2010-01-10,20:30,AUD,M,ANZ Job Advertisements m/m,6.00%,,5.20%,,28478
29490,2010-01-10,22:10,USD,M,FOMC Member Bullard Speaks,,,,,29490
26560,2010-01-11,3:45,EUR,M,French Industrial Production m/m,1.10%,0.40%,-0.60%,-0.80%,26560
25550,2010-01-11,4:15,CHF,H,Retail Sales y/y,0.60%,1.90%,3.60%,3.10%,25550
29576,2010-01-11,6:16,EUR,M,ECB President Trichet Speaks,,,,,29576
27915,2010-01-11,9:15,CAD,H,Housing Starts,175K,161K,165K,159K,27915
26947,2010-01-11,9:30,CAD,H,Building Permits m/m,-4.60%,-2.60%,20.00%,18.00%,26947
28316,2010-01-11,11:30,CAD,H,BOC Business Outlook Survey,,,,,28316
29534,2010-01-11,15:20,CAD,M,Gov Council Member Lane Speaks,,,,,29534
27558,2010-01-11,17:00,NZD,H,NZIER Business Confidence,31,,36,,27558
28457,2010-01-11,19:50,JPY,L,Bank Lending y/y,-1.00%,,0.20%,,28457
28320,2010-01-11,19:50,JPY,L,Current Account,1.30T,1.22T,1.38T,,28320
28520,2010-01-11,19:50,JPY,L,M2 Money Stock y/y,3.10%,3.30%,3.30%,,28520
28276,2010-01-11,20:01,GBP,M,BRC Retail Sales Monitor y/y,4.20%,,1.80%,,28276
28264,2010-01-11,20:01,GBP,M,RICS House Price Balance,30%,38%,35%,,28264
26155,2010-01-11,20:30,AUD,H,Home Loans m/m,-5.60%,-1.20%,-1.90%,-1.40%,26155
26240,2010-01-12,1:00,JPY,L,Economy Watchers Sentiment,35.4,34.2,33.9,,26240
26616,2010-01-12,3:45,EUR,L,French Gov Budget Balance,-143.3B,,-134.8B,,26616
25701,2010-01-12,5:30,GBP,L,HPI y/y,0.60%,0.40%,-2.20%,,25701
26680,2010-01-12,5:30,GBP,M,Trade Balance,-6.8B,-6.9B,-7.0B,-7.1B,26680
48374,2010-01-12,8:30,USD,L,NFIB Small Business Index,88,,88.3,,48374
26740,2010-01-12,9:30,CAD,H,Trade Balance,-0.3B,0.8B,0.5B,0.4B,26740
26831,2010-01-12,9:30,CAD,M,NHPI m/m,0.40%,0.30%,0.30%,,26831
25897,2010-01-12,9:30,USD,H,Trade Balance,-36.4B,-34.9B,-33.2B,-32.9B,25897
28230,2010-01-12,11:00,USD,L,IBD/TIPP Economic Optimism,48.8,49.2,46.8,,28230
49305,2010-01-12,11:00,USD,L,JOLTS Job Openings,2.42M,,2.57M,2.51M,49305
27271,2010-01-12,22:00,NZD,L,ANZ Commodity Prices m/m,2.60%,,10.50%,,27271
26241,2010-01-13,2:00,JPY,L,Prelim Machine Tool Orders y/y,62.80%,,-8.40%,-8.60%,26241
26572,2010-01-13,3:45,EUR,L,French CPI m/m,0.30%,0.30%,0.10%,,26572
26496,2010-01-13,5:00,EUR,L,Italian Industrial Production m/m,0.20%,0.80%,0.70%,0.50%,26496
26998,2010-01-13,5:30,GBP,H,Manufacturing Production m/m,0.00%,0.30%,0.00%,,26998
26997,2010-01-13,5:30,GBP,L,Industrial Production m/m,0.40%,0.30%,-0.10%,0.00%,26997
42482,2010-01-13,9:30,EUR,M,Spanish 10-y Bond Auction,4.10|1.2,,3.89|2.1,,42482
26977,2010-01-13,11:00,GBP,M,NIESR GDP Estimate,0.30%,,0.20%,,26977
24691,2010-01-13,11:30,USD,M,Crude Oil Inventories,3.7M,1.2M,1.3M,,24691
42309,2010-01-13,14:00,USD,M,10-y Bond Auction,3.75|3.0,,3.45|2.6,,42309
26608,2010-01-13,15:00,USD,M,Beige Book,,,,,26608
25562,2010-01-13,15:00,USD,M,Federal Budget Balance,-91.9B,-88.9B,-120.3B,,25562
27518,2010-01-13,17:45,NZD,H,Building Consents m/m,1.20%,,10.70%,11.70%,27518
28360,2010-01-13,19:50,JPY,L,PPI y/y,-3.90%,-3.80%,-5.00%,-4.90%,28360
28332,2010-01-13,19:50,JPY,M,Core Machinery Orders m/m,-11.30%,0.30%,-4.50%,,28332
26217,2010-01-13,20:30,AUD,H,Employment Change,35.2K,10.2K,31.4K,31.2K,26217
26216,2010-01-13,20:30,AUD,H,Unemployment Rate,5.50%,5.80%,5.60%,5.70%,26216
25143,2010-01-14,3:00,EUR,L,German Final CPI m/m,0.80%,0.70%,0.70%,,25143
27200,2010-01-14,6:00,EUR,M,Industrial Production m/m,1.00%,0.60%,-0.30%,-0.60%,27200
24158,2010-01-14,8:45,EUR,H,Minimum Bid Rate,1.00%,1.00%,1.00%,,24158
24159,2010-01-14,9:30,EUR,H,ECB Press Conference,,,,,24159
25910,2010-01-14,9:30,USD,H,Core Retail Sales m/m,-0.20%,0.30%,1.90%,1.20%,25910
25909,2010-01-14,9:30,USD,H,Retail Sales m/m,-0.30%,0.40%,1.80%,1.30%,25909
28871,2010-01-14,9:30,USD,H,Unemployment Claims,444K,438K,433K,434K,28871
26006,2010-01-14,9:30,USD,M,Import Prices m/m,0.00%,-0.10%,1.60%,1.70%,26006
27307,2010-01-14,11:00,USD,M,Business Inventories m/m,0.40%,0.10%,0.40%,0.20%,27307
24692,2010-01-14,11:30,USD,L,Natural Gas Storage,-266B,-255B,-153B,,24692
42919,2010-01-14,14:00,USD,L,30-y Bond Auction,4.64|2.7,,4.52|2.5,,42919
26372,2010-01-14,22:29,CNY,L,Foreign Direct Investment ytd/y,-2.60%,,-9.90%,,26372
25106,2010-01-15,3:00,EUR,L,German WPI m/m,0.20%,0.50%,0.70%,,25106
26375,2010-01-15,4:09,CNY,L,M2 Money Supply y/y,27.70%,28.30%,29.70%,,26375
26374,2010-01-15,4:09,CNY,M,New Loans,380B,,295B,,26374
25404,2010-01-15,4:15,CHF,M,PPI m/m,0.10%,0.20%,0.00%,,25404
27395,2010-01-15,6:00,EUR,L,Trade Balance,3.9B,5.4B,4.7B,6.3B,27395
27348,2010-01-15,6:00,EUR,M,Final Core CPI y/y,1.10%,1.00%,1.00%,,27348
27347,2010-01-15,6:00,EUR,M,Final CPI y/y,0.90%,0.90%,0.90%,,27347
28976,2010-01-15,6:00,GBP,L,CB Leading Index m/m,0.90%,,1.10%,1.00%,28976
26819,2010-01-15,9:30,CAD,L,New Motor Vehicle Sales m/m,-6.00%,-6.30%,3.40%,3.50%,26819
26019,2010-01-15,9:30,USD,H,Core CPI m/m,0.10%,0.10%,0.00%,,26019
26018,2010-01-15,9:30,USD,M,CPI m/m,0.10%,0.20%,0.40%,,26018
27082,2010-01-15,9:30,USD,M,Empire State Manufacturing Index,15.9,11.2,2.6,,27082
26076,2010-01-15,10:15,USD,M,Capacity Utilization Rate,72.00%,71.90%,71.50%,71.30%,26076
26075,2010-01-15,10:15,USD,M,Industrial Production m/m,0.60%,0.70%,0.60%,0.80%,26075
25274,2010-01-15,10:55,USD,H,Prelim UoM Consumer Sentiment,72.8,73.8,72.5,73.4,25274
25275,2010-01-15,10:55,USD,L,Prelim UoM Inflation Expectations,2.80%,,2.50%,2.10%,25275
37356,2010-01-17,17:00,NZD,M,REINZ HPI m/m,-0.90%,,0.20%,,37356
29030,2010-01-17,19:30,AUD,L,MI Inflation Gauge m/m,0.30%,,0.30%,,29030
27969,2010-01-17,20:01,GBP,M,Rightmove HPI m/m,0.40%,,-2.20%,,27969
29617,2010-01-17,20:30,JPY,M,BOJ Gov Shirakawa Speaks,,,,,29617
44069,2010-01-18,0:01,EUR,M,Eurogroup Meetings [All Day],,,,,44069
28936,2010-01-18,0:01,USD,N,Bank Holiday [All Day],,,,,28936
28772,2010-01-18,0:30,JPY,L,Revised Industrial Production m/m,2.20%,2.60%,2.60%,,28772
26508,2010-01-18,5:00,EUR,L,Italian Trade Balance,-0.79B,-0.73B,-0.73B,-0.71B,26508
50160,2010-01-18,7:00,EUR,L,German Buba Monthly Report,,,,,50160
26807,2010-01-18,9:30,CAD,M,Foreign Securities Purchases,10.54B,5.23B,5.95B,5.81B,26807
36358,2010-01-19,0:01,EUR,M,ECOFIN Meetings [All Day],,,,,36358
28384,2010-01-19,1:00,JPY,L,Consumer Confidence,37.6,40.3,39.5,,28384
25416,2010-01-19,5:30,GBP,H,CPI y/y,2.90%,2.60%,1.90%,,25416
25418,2010-01-19,5:30,GBP,L,RPI y/y,2.40%,2.10%,0.30%,,25418
25417,2010-01-19,5:30,GBP,M,Core CPI y/y,2.80%,2.30%,1.90%,,25417
27679,2010-01-19,6:00,EUR,H,German ZEW Economic Sentiment,47.2,49.8,50.4,,27679
27680,2010-01-19,6:00,EUR,M,ZEW Economic Sentiment,46.4,48.2,48,,27680
27928,2010-01-19,9:30,CAD,M,Leading Index m/m,1.50%,1.10%,1.30%,,27928
24182,2010-01-19,10:00,CAD,H,BOC Rate Statement,,,,,24182
24183,2010-01-19,10:00,CAD,H,Overnight Rate,0.25%,0.25%,0.25%,,24183
24489,2010-01-19,10:00,USD,H,TIC Long-Term Purchases,126.8B,30.3B,19.3B,20.7B,24489
26852,2010-01-19,14:00,USD,L,NAHB Housing Market Index,15,17,16,,26852
29618,2010-01-19,15:00,GBP,H,BOE Gov King Speaks,,,,,29618
27497,2010-01-19,17:45,NZD,H,CPI q/q,-0.20%,0.00%,1.30%,,27497
27501,2010-01-19,17:45,NZD,L,FPI m/m,-0.30%,,-0.30%,,27501
27174,2010-01-19,19:30,AUD,M,Westpac Consumer Sentiment,5.60%,,-3.80%,,27174
28736,2010-01-19,19:50,JPY,M,Tertiary Industry Activity m/m,-0.20%,-0.10%,0.40%,0.50%,28736
25118,2010-01-20,3:00,EUR,M,German PPI m/m,-0.10%,0.20%,0.10%,,25118
24935,2010-01-20,5:30,GBP,H,Claimant Count Change,-15.2K,-3.3K,-10.8K,-6.3K,24935
49136,2010-01-20,5:30,GBP,H,MPC Asset Purchase Facility Votes,0-0-9,0-0-9,0-0-9,,49136
28252,2010-01-20,5:30,GBP,H,MPC Official Bank Rate Votes,0-0-9,0-0-9,0-0-9,,28252
24934,2010-01-20,5:30,GBP,L,Unemployment Rate,7.80%,8.00%,7.90%,,24934
24936,2010-01-20,5:30,GBP,M,Average Earnings Index 3m/y,0.70%,1.60%,1.50%,,24936
26902,2010-01-20,8:00,CAD,H,Core CPI m/m,-0.30%,-0.20%,0.40%,,26902
26901,2010-01-20,8:00,CAD,M,CPI m/m,-0.30%,-0.10%,0.50%,,26901
26795,2010-01-20,9:30,CAD,M,Manufacturing Sales m/m,0.10%,1.60%,2.10%,2.00%,26795
27748,2010-01-20,9:30,USD,H,Building Permits,0.65M,0.59M,0.59M,0.58M,27748
25982,2010-01-20,9:30,USD,H,PPI m/m,0.20%,0.10%,1.80%,,25982
29624,2010-01-20,9:30,USD,L,FOMC Member Dudley Speaks,,,,,29624
25983,2010-01-20,9:30,USD,M,Core PPI m/m,0.00%,0.10%,0.50%,,25983
27747,2010-01-20,9:30,USD,M,Housing Starts,0.56M,0.58M,0.58M,0.57M,27747
29619,2010-01-20,11:30,GBP,M,MPC Member Posen Speaks,,,,,29619
27295,2010-01-20,17:34,NZD,L,Business NZ Manufacturing Index,52.9,,51.9,51.8,27295
26648,2010-01-20,17:45,NZD,H,Core Retail Sales m/m,0.80%,0.30%,0.50%,,26648
26644,2010-01-20,17:45,NZD,M,Retail Sales m/m,0.80%,0.60%,0.10%,0.00%,26644
28441,2010-01-20,20:00,AUD,M,MI Inflation Expectations,3.50%,,3.60%,,28441
26781,2010-01-20,20:30,AUD,M,New Motor Vehicle Sales m/m,3.30%,,5.90%,5.50%,26781
26328,2010-01-20,22:00,CNY,H,GDP q/y,10.70%,10.70%,9.10%,8.90%,26328
24822,2010-01-20,22:00,CNY,H,Industrial Production y/y,18.50%,19.80%,19.20%,,24822
24827,2010-01-20,22:00,CNY,L,Retail Sales y/y,17.50%,16.40%,15.80%,,24827
24823,2010-01-20,22:00,CNY,M,CPI y/y,1.90%,1.50%,0.60%,,24823
24825,2010-01-20,22:00,CNY,M,Fixed Asset Investment ytd/y,30.50%,31.50%,32.10%,,24825
24826,2010-01-20,22:00,CNY,M,NBS Press Conference,,,,,24826
24824,2010-01-20,22:00,CNY,M,PPI y/y,1.70%,0.70%,-2.10%,,24824
26422,2010-01-21,4:00,EUR,M,French Flash Manufacturing PMI,54.7,55,54.7,54.4,26422
26421,2010-01-21,4:00,EUR,M,French Flash Services PMI,57,59.2,58.7,59.3,26421
26423,2010-01-21,4:30,EUR,M,German Flash Manufacturing PMI,53.4,53,52.7,53.1,26423
26424,2010-01-21,4:30,EUR,M,German Flash Services PMI,51.2,53.1,52.7,53.1,26424
27283,2010-01-21,5:00,EUR,M,ECB Monthly Bulletin,,,,,27283
26425,2010-01-21,5:00,EUR,M,Flash Manufacturing PMI,52,52,51.6,,26425
26420,2010-01-21,5:00,EUR,M,Flash Services PMI,52.3,54.1,53.6,53.7,26420
25669,2010-01-21,5:30,GBP,L,M4 Money Supply m/m,-1.10%,1.00%,0.10%,0.00%,25669
30385,2010-01-21,5:30,GBP,M,Prelim Mortgage Approvals,62K,65K,63K,,30385
25668,2010-01-21,5:30,GBP,M,Public Sector Net Borrowing,15.7B,18.6B,18.7B,20.3B,25668
28922,2010-01-21,6:00,CHF,M,ZEW Economic Expectations,56.2,,54,,28922
29625,2010-01-21,6:00,EUR,M,German Buba President Weber Speaks,,,,,29625
42448,2010-01-21,6:41,GBP,M,10-y Bond Auction,4.09|2.4,,3.79|1.8,,42448
28184,2010-01-21,7:00,GBP,M,CBI Industrial Order Expectations,-39,-39,-42,,28184
29626,2010-01-21,8:00,EUR,M,ECB President Trichet Speaks,,,,,29626
27903,2010-01-21,9:30,CAD,M,Wholesale Sales m/m,2.50%,0.40%,0.50%,0.30%,27903
28872,2010-01-21,9:30,USD,H,Unemployment Claims,482K,441K,446K,444K,28872
27668,2010-01-21,11:00,EUR,L,Consumer Confidence,-16,-15,-16,,27668
27574,2010-01-21,11:00,USD,H,Philly Fed Manufacturing Index,15.2,18.1,20.4,,27574
28109,2010-01-21,11:00,USD,L,CB Leading Index m/m,1.10%,0.70%,1.00%,0.90%,28109
28431,2010-01-21,11:30,CAD,H,BOC Monetary Policy Report,,,,,28431
24694,2010-01-21,11:30,USD,L,Natural Gas Storage,-245B,-214B,-266B,,24694
24693,2010-01-21,12:00,USD,M,Crude Oil Inventories,-0.4M,2.2M,3.7M,,24693
29669,2010-01-21,12:14,USD,H,President Obama Speaks,,,,,29669
28432,2010-01-21,12:15,CAD,H,BOC Press Conference,,,,,28432
29620,2010-01-21,14:30,GBP,M,MPC Member Tucker Speaks,,,,,29620
26937,2010-01-21,20:30,AUD,M,Import Prices q/q,-4.30%,-1.80%,-3.00%,,26937
28544,2010-01-22,0:30,JPY,L,All Industries Activity m/m,0.10%,0.10%,1.10%,1.20%,28544
29640,2010-01-22,3:10,JPY,M,BOJ Gov Shirakawa Speaks,,,,,29640
26042,2010-01-22,5:30,GBP,H,Retail Sales m/m,0.30%,1.30%,-0.30%,,26042
27249,2010-01-22,6:00,EUR,M,Industrial New Orders m/m,1.60%,0.60%,-1.90%,-2.20%,27249
26865,2010-01-22,9:30,CAD,H,Core Retail Sales m/m,0.00%,0.30%,0.30%,0.20%,26865
26864,2010-01-22,9:30,CAD,M,Retail Sales m/m,-0.30%,-0.30%,1.00%,0.80%,26864
27807,2010-01-22,10:00,EUR,M,Belgian NBB Business Climate,-7,-7,-7.9,,27807
26972,2010-01-24,20:30,AUD,H,PPI q/q,-0.40%,0.10%,0.10%,,26972
28828,2010-01-25,0:01,AUD,N,Bank Holiday [All Day],,,,,28828
27940,2010-01-25,3:00,EUR,M,GfK German Consumer Climate,3.2,3.2,3.4,3.3,27940
27357,2010-01-25,11:00,USD,H,Existing Home Sales,5.45M,5.95M,6.54M,,27357
28348,2010-01-25,19:50,JPY,L,SPPI y/y,-1.50%,-1.40%,-2.20%,-2.00%,28348
28419,2010-01-25,22:00,NZD,L,Credit Card Spending y/y,1.80%,,1.50%,1.60%,28419
28786,2010-01-25,23:26,JPY,M,Monetary Policy Statement,,,,,28786
28785,2010-01-25,23:26,JPY,M,Overnight Call Rate,0.10%,0.10%,0.10%,,28785
24448,2010-01-26,3:00,CHF,M,UBS Consumption Indicator,1.2,,1.26,1.28,24448
25155,2010-01-26,3:00,EUR,L,German Import Prices m/m,0.50%,0.10%,0.40%,,25155
28787,2010-01-26,3:19,JPY,H,BOJ Press Conference,,,,,28787
26592,2010-01-26,3:45,EUR,M,French Consumer Spending m/m,2.10%,0.70%,0.10%,-0.10%,26592
27795,2010-01-26,5:00,EUR,H,German Ifo Business Climate,95.8,95.2,94.6,94.7,27795
26520,2010-01-26,5:00,EUR,L,Italian Retail Sales m/m,0.00%,0.10%,0.00%,,26520
27224,2010-01-26,5:00,EUR,M,Current Account,0.1B,-3.1B,-4.6B,,27224
26668,2010-01-26,5:30,GBP,H,Prelim GDP q/q,0.10%,0.40%,-0.20%,-0.40%,26668
28288,2010-01-26,5:30,GBP,L,Index of Services 3m/3m,0.10%,0.40%,-0.20%,,28288
29074,2010-01-26,5:30,GBP,M,BBA Mortgage Approvals,45.9K,46.0K,45.0K,44.7K,29074
29621,2010-01-26,5:45,GBP,H,BOE Gov King Speaks,,,,,29621
27771,2010-01-26,10:00,USD,M,S+P/CS Composite-20 HPI y/y,-5.30%,-4.90%,-7.30%,,27771
27021,2010-01-26,10:59,USD,L,Richmond Manufacturing Index,-2,0,-4,,27021
24447,2010-01-26,11:00,USD,H,CB Consumer Confidence,55.9,53.6,53.6,52.9,24447
26888,2010-01-26,11:00,USD,L,HPI m/m,0.70%,0.50%,0.40%,0.60%,26888
29033,2010-01-26,19:30,AUD,M,MI Leading Index m/m,1.00%,,0.50%,0.40%,29033
28532,2010-01-26,19:50,JPY,M,Trade Balance,0.52T,0.61T,0.52T,0.49T,28532
27475,2010-01-26,20:30,AUD,H,CPI q/q,0.50%,0.40%,1.00%,,27475
