Event ID,Date,Time,Currency,Impact,News description,Actual,Forecast,Previous,Revised from,FF event ID
14817,2009-01-04,14:15,USD,M,FOMC Member Yellen Speaks,,,,,14817
14818,2009-01-04,18:30,USD,M,FOMC Member Yellen Speaks,,,,,14818
12956,2009-01-05,0:01,USD,L,Total Vehicle Sales [All Day],10.3M,10.0M,10.2M,,12956
11098,2009-01-05,4:30,CHF,M,Manufacturing PMI,36.9,34.8,35.2,,11098
13770,2009-01-05,5:30,EUR,L,Sentix Investor Confidence,-34.4,-44,-42.3,,13770
10841,2009-01-05,5:30,GBP,M,Construction PMI,29.3,30.5,31.8,,10841
9490,2009-01-05,6:00,EUR,L,Italian Prelim CPI m/m,-0.10%,-0.20%,-0.40%,,9490
11115,2009-01-05,11:00,USD,L,Construction Spending m/m,-0.60%,-1.30%,-0.40%,-1.20%,11115
14836,2009-01-05,14:15,USD,M,FOMC Member Yellen Speaks,,,,,14836
10829,2009-01-05,18:30,AUD,L,AIG Services Index,39.3,,37.8,,10829
13817,2009-01-05,19:50,JPY,L,Monetary Base y/y,1.80%,1.80%,1.90%,,13817
13009,2009-01-05,20:01,GBP,M,Nationwide Consumer Confidence,47,47,51,50,13009
23779,2009-01-06,0:01,EUR,N,Italian Bank Holiday [All Day],,,,,23779
10033,2009-01-06,3:00,GBP,H,Nationwide HPI m/m,-2.50%,-1.50%,-0.40%,,10033
43909,2009-01-06,4:15,EUR,L,Spanish Services PMI,32.1,,28.2,,43909
43527,2009-01-06,4:45,EUR,L,Italian Services PMI,40.3,39.2,39.5,,43527
59104,2009-01-06,4:50,EUR,L,French Final Services PMI,40.6,41.6,41.6,,59104
59117,2009-01-06,4:55,EUR,L,German Final Services PMI,46.6,46.4,46.4,,59117
10955,2009-01-06,5:00,EUR,M,Final Services PMI,42.1,42,42,,10955
10838,2009-01-06,5:30,GBP,H,Services PMI,40.2,39,40.1,,10838
13722,2009-01-06,6:00,EUR,M,CPI Flash Estimate y/y,1.60%,1.80%,2.10%,,13722
12771,2009-01-06,9:30,CAD,L,IPPI m/m,-2.60%,-0.90%,-0.10%,0.00%,12771
12772,2009-01-06,9:30,CAD,M,RMPI m/m,-13.40%,-9.00%,-12.90%,-12.50%,12772
56213,2009-01-06,9:30,NZD,L,GDT Price Index,-8.60%,,-13.80%,,56213
10726,2009-01-06,11:00,USD,H,ISM Non-Manufacturing PMI,40.6,36.9,37.3,,10726
13327,2009-01-06,11:00,USD,H,Pending Home Sales m/m,-4.00%,-0.90%,-4.20%,-0.70%,13327
11535,2009-01-06,11:00,USD,M,Factory Orders m/m,-4.60%,-2.50%,-6.00%,-5.10%,11535
14833,2009-01-06,15:00,USD,H,FOMC Meeting Minutes,,,,,14833
12851,2009-01-06,17:45,NZD,H,Trade Balance,-520M,-838M,-996M,-942M,12851
14475,2009-01-06,20:06,AUD,M,HIA New Home Sales m/m,-1.10%,,3.10%,4.50%,14475
12717,2009-01-06,20:30,AUD,H,Retail Sales m/m,0.40%,-0.30%,1.00%,0.70%,12717
13978,2009-01-06,21:29,NZD,L,ANZ Commodity Prices m/m,-7.40%,,-7.40%,-7.20%,13978
42163,2009-01-07,4:00,CHF,L,Foreign Currency Reserves,47.1B,,47.7B,,42163
8652,2009-01-07,4:55,EUR,M,German Unemployment Change,18K,10K,-4K,-10K,8652
12969,2009-01-07,6:00,EUR,L,PPI m/m,-1.90%,-1.10%,-0.80%,,12969
43205,2009-01-07,6:07,EUR,L,German 10-y Bond Auction,3.12|1.3,,3.74|1.3,,43205
12705,2009-01-07,6:30,GBP,L,BRC Shop Price Index y/y,0.50%,,2.70%,,12705
43131,2009-01-07,6:38,GBP,L,30-y Bond Auction,3.98|1.7,,,,43131
13841,2009-01-07,8:30,USD,L,Challenger Job Cuts y/y,274.50%,,148.40%,,13841
11597,2009-01-07,9:15,USD,H,ADP Non-Farm Employment Change,-693K,-495K,-476K,-250K,11597
30131,2009-01-07,9:30,USD,H,Fed Announcement,,,,,30131
14620,2009-01-07,11:30,USD,M,Crude Oil Inventories,6.7M,0.7M,0.5M,,14620
15085,2009-01-07,13:00,USD,L,Treasury Sec Paulson Speaks,,,,,15085
10830,2009-01-07,18:30,AUD,L,AIG Construction Index,30.9,,32,,10830
12820,2009-01-07,20:30,AUD,H,Building Approvals m/m,-12.80%,-1.40%,-3.10%,-5.40%,12820
12819,2009-01-07,20:30,AUD,H,Trade Balance,1.45B,2.05B,2.96B,2.95B,12819
15089,2009-01-07,21:00,JPY,M,BOJ Gov Shirakawa Speaks,,,,,15089
48998,2009-01-07,23:45,JPY,L,10-y Bond Auction,1.28|2.3,,1.38|2.9,,48998
13576,2009-01-08,2:45,CHF,L,Unemployment Rate,2.80%,2.80%,2.70%,,13576
11813,2009-01-08,3:00,EUR,L,German Trade Balance,10.7B,14.0B,15.8B,,11813
43992,2009-01-08,4:00,EUR,L,Spanish Unemployment Change,139.7K,,171.2K,,43992
13536,2009-01-08,4:15,CHF,M,CPI m/m,-0.50%,-0.40%,-0.70%,,13536
13676,2009-01-08,6:00,EUR,L,Consumer Confidence,-30,-26,-25,,13676
21671,2009-01-08,6:00,EUR,L,Final GDP q/q,-0.20%,-0.20%,-0.20%,,21671
13646,2009-01-08,6:00,EUR,L,Unemployment Rate,7.80%,7.80%,7.70%,,13646
43346,2009-01-08,6:03,EUR,L,French 10-y Bond Auction,3.67|1.6,,4.28|3.1,,43346
11684,2009-01-08,7:00,EUR,M,German Factory Orders m/m,-6.00%,-1.80%,-6.30%,-6.10%,11684
11621,2009-01-08,8:00,GBP,H,MPC Rate Statement,,,,,11621
11622,2009-01-08,8:00,GBP,H,Official Bank Rate,1.50%,1.50%,2.00%,,11622
14679,2009-01-08,9:30,USD,H,Unemployment Claims,467K,545K,491K,492K,14679
13854,2009-01-08,11:00,CAD,H,Ivey PMI,39.1,37.5,40.2,,13854
11712,2009-01-08,11:30,USD,L,Natural Gas Storage,-47B,-78B,-143B,,11712
14840,2009-01-08,12:00,USD,M,President Obama Speaks,,,,,14840
15083,2009-01-08,13:50,CAD,M,Gov Council Member Duguay Speaks,,,,,15083
43078,2009-01-08,14:00,USD,M,10-y Bond Auction,2.42|2.6,,2.67|2.4,,43078
15088,2009-01-08,14:30,USD,L,Assist Treasury Sec Kashkari Speaks,,,,,15088
14835,2009-01-08,15:00,EUR,M,ECB President Trichet Speaks,,,,,14835
11575,2009-01-08,16:00,USD,L,Consumer Credit m/m,-7.9B,0.0B,-2.8B,-3.5B,11575
14408,2009-01-09,1:00,JPY,L,Leading Indicators,81.50%,81.40%,85.20%,85.00%,14408
9069,2009-01-09,3:00,EUR,M,German Retail Sales m/m,0.70%,0.40%,-2.20%,-1.60%,9069
13866,2009-01-09,3:45,EUR,L,French Trade Balance,-6.2B,-6.2B,-7.0B,-7.1B,13866
13878,2009-01-09,3:45,EUR,M,French Industrial Production m/m,-2.40%,-0.70%,-3.70%,-2.70%,13878
15084,2009-01-09,4:00,EUR,M,ECB President Trichet Speaks,,,,,15084
10805,2009-01-09,5:30,GBP,H,Manufacturing Production m/m,-2.90%,-0.50%,-1.40%,,10805
12457,2009-01-09,5:30,GBP,H,PPI Input m/m,-2.00%,-2.00%,-3.00%,-3.30%,12457
10804,2009-01-09,5:30,GBP,L,Industrial Production m/m,-2.30%,-0.50%,-1.60%,-1.70%,10804
12458,2009-01-09,5:30,GBP,L,PPI Output m/m,0.00%,-0.70%,-0.80%,-0.70%,12458
12986,2009-01-09,6:00,EUR,M,Retail Sales m/m,0.60%,0.10%,-1.00%,-0.80%,12986
11671,2009-01-09,7:00,EUR,M,German Industrial Production m/m,-3.10%,-2.00%,-1.80%,-2.10%,11671
13448,2009-01-09,8:00,CAD,H,Employment Change,-34.4K,-21.0K,-70.6K,,13448
13447,2009-01-09,8:00,CAD,H,Unemployment Rate,6.60%,6.50%,6.30%,,13447
14194,2009-01-09,9:15,CAD,H,Housing Starts,177K,170K,178K,172K,14194
13494,2009-01-09,9:30,CAD,H,Building Permits m/m,-11.80%,-4.50%,-15.50%,-15.70%,13494
10591,2009-01-09,9:30,USD,H,Non-Farm Employment Change,-524K,-520K,-584K,-533K,10591
10592,2009-01-09,9:30,USD,H,Unemployment Rate,7.20%,7.00%,6.70%,,10592
10593,2009-01-09,9:30,USD,M,Average Hourly Earnings m/m,0.30%,0.20%,0.40%,,10593
11696,2009-01-09,11:00,USD,L,Wholesale Inventories m/m,-0.60%,-0.80%,-1.20%,-1.10%,11696
14516,2009-01-09,13:30,USD,M,FOMC Member Lacker Speaks,,,,,14516
13265,2009-01-09,20:01,GBP,L,NIESR GDP Estimate,-1.50%,,-1.10%,-1.00%,13265
12069,2009-01-11,0:01,JPY,N,Bank Holiday [All Day],,,,,12069
19262,2009-01-11,20:30,AUD,M,ANZ Job Advertisements m/m,-9.70%,,-8.60%,,19262
13385,2009-01-12,3:00,EUR,M,ECB President Trichet Speaks,,,,,13385
12795,2009-01-12,9:30,CAD,L,NHPI m/m,-0.30%,-0.30%,-0.40%,,12795
15223,2009-01-12,10:15,USD,L,President Bush Speaks,,,,,15223
14586,2009-01-12,11:30,CAD,H,BOC Business Outlook Survey,,,,,14586
14837,2009-01-12,13:40,USD,M,FOMC Member Lockhart Speaks,,,,,14837
11874,2009-01-12,17:00,NZD,H,NZIER Business Confidence,-64,,-19,,11874
13829,2009-01-12,19:50,JPY,L,Bank Lending y/y,3.70%,,3.20%,,13829
14518,2009-01-12,19:50,JPY,L,Current Account,0.65T,0.62T,1.11T,,14518
14324,2009-01-12,19:50,JPY,L,M2 Money Stock y/y,1.80%,1.70%,1.80%,1.70%,14324
12693,2009-01-12,20:01,GBP,M,BRC Retail Sales Monitor y/y,-3.30%,,-2.60%,,12693
12298,2009-01-12,20:01,GBP,M,RICS House Price Balance,-74%,-74%,-76%,-77%,12298
24260,2009-01-12,22:00,CNY,L,M2 Money Supply y/y,17.80%,15.00%,14.80%,,24260
24355,2009-01-12,22:00,CNY,M,New Loans,772B,,477B,,24355
18369,2009-01-13,0:00,CNY,H,Trade Balance,39.0B,34.0B,40.1B,,18369
14407,2009-01-13,1:00,JPY,L,Economy Watchers Sentiment,15.9,20.4,21,,14407
11894,2009-01-13,3:00,EUR,L,German WPI m/m,-3.00%,-1.70%,-3.30%,,11894
13942,2009-01-13,3:45,EUR,L,French Gov Budget Balance,-66.6B,,-60.7B,,13942
15091,2009-01-13,5:00,EUR,M,ECB President Trichet Speaks,,,,,15091
12662,2009-01-13,5:30,GBP,M,Trade Balance,-8.3B,-7.6B,-7.6B,-7.8B,12662
12445,2009-01-13,5:33,GBP,L,HPI y/y,-8.60%,-8.50%,-7.40%,,12445
14038,2009-01-13,6:00,GBP,L,CB Leading Index m/m,-1.00%,,-1.80%,-1.70%,14038
43119,2009-01-13,6:48,GBP,L,10-y Bond Auction,3.40|2.4,,4.14|1.6,,43119
48362,2009-01-13,8:30,USD,L,NFIB Small Business Index,85.2,,87.8,,48362
14515,2009-01-13,9:00,USD,H,Fed Chairman Bernanke Speaks,,,,,14515
13222,2009-01-13,9:30,CAD,H,Trade Balance,1.3B,3.2B,2.3B,3.8B,13222
11523,2009-01-13,9:30,USD,H,Trade Balance,-40.4B,-51.4B,-56.7B,-57.2B,11523
15092,2009-01-13,10:30,USD,L,Assist Treasury Sec Kashkari Speaks,,,,,15092
14731,2009-01-13,11:00,USD,L,IBD/TIPP Economic Optimism,45.4,43.5,45,,14731
49293,2009-01-13,11:00,USD,L,JOLTS Job Openings,2.79M,,3.00M,3.05M,49293
14806,2009-01-13,15:00,USD,M,Federal Budget Balance,-83.6B,-82.0B,-164.4B,,14806
15225,2009-01-13,15:00,USD,M,FOMC Member Kohn Speaks,,,,,15225
12932,2009-01-13,17:45,NZD,H,Building Consents m/m,4.30%,,-19.70%,-21.90%,12932
14801,2009-01-13,18:00,USD,M,FOMC Member Lacker Speaks,,,,,14801
13083,2009-01-13,20:30,AUD,H,Home Loans m/m,1.30%,1.00%,1.40%,1.30%,13083
14594,2009-01-14,2:00,JPY,L,Prelim Machine Tool Orders y/y,-71.90%,,-62.10%,-62.20%,14594
13890,2009-01-14,3:45,EUR,L,French CPI m/m,-0.20%,-0.30%,-0.50%,,13890
14358,2009-01-14,5:00,EUR,L,Italian Industrial Production m/m,-2.30%,-1.30%,-2.00%,-1.20%,14358
13758,2009-01-14,6:00,EUR,M,Industrial Production m/m,-1.60%,-2.10%,-1.60%,-1.20%,13758
11414,2009-01-14,9:30,USD,H,Core Retail Sales m/m,-3.10%,-1.30%,-2.50%,-1.60%,11414
11415,2009-01-14,9:30,USD,H,Retail Sales m/m,-2.70%,-1.20%,-2.10%,-1.80%,11415
11547,2009-01-14,9:30,USD,M,Import Prices m/m,-4.20%,-5.40%,-7.00%,-6.70%,11547
11609,2009-01-14,11:00,USD,M,Business Inventories m/m,-0.70%,-0.50%,-0.60%,,11609
14621,2009-01-14,11:30,USD,M,Crude Oil Inventories,1.2M,2.1M,6.7M,,14621
10991,2009-01-14,15:00,USD,M,Beige Book,,,,,10991
13782,2009-01-14,19:50,JPY,L,PPI y/y,1.10%,0.80%,2.80%,,13782
13783,2009-01-14,19:50,JPY,M,Core Machinery Orders m/m,-16.20%,-8.20%,-4.40%,,13783
13510,2009-01-14,20:30,AUD,H,Employment Change,-1.2K,-21.0K,-16.2K,-15.6K,13510
13509,2009-01-14,20:30,AUD,H,Unemployment Rate,4.50%,4.50%,4.40%,,13509
11378,2009-01-14,20:30,AUD,L,RBA Bulletin,,,,,11378
19306,2009-01-14,22:10,CNY,L,Foreign Direct Investment ytd/y,23.60%,,26.30%,,19306
11847,2009-01-15,3:00,EUR,L,German Final CPI m/m,0.30%,0.30%,0.30%,,11847
13724,2009-01-15,6:00,EUR,M,Final Core CPI y/y,1.80%,1.80%,1.90%,,13724
13723,2009-01-15,6:00,EUR,M,Final CPI y/y,1.60%,1.60%,1.60%,,13723
10627,2009-01-15,8:45,EUR,H,Minimum Bid Rate,2.00%,2.00%,2.50%,,10627
13424,2009-01-15,9:30,CAD,L,New Motor Vehicle Sales m/m,-7.00%,-7.30%,-1.80%,-0.90%,13424
10628,2009-01-15,9:30,EUR,H,ECB Press Conference,,,,,10628
11475,2009-01-15,9:30,USD,H,PPI m/m,-1.90%,-2.00%,-2.20%,,11475
14680,2009-01-15,9:30,USD,H,Unemployment Claims,524K,512K,470K,467K,14680
11476,2009-01-15,9:30,USD,M,Core PPI m/m,0.20%,0.10%,0.10%,,11476
14002,2009-01-15,9:30,USD,M,Empire State Manufacturing Index,-22.2,-25,-25.8,,14002
15224,2009-01-15,11:00,USD,L,FOMC Member Tarullo Speaks,,,,,15224
10972,2009-01-15,11:00,USD,M,Philly Fed Manufacturing Index,-24.3,-35,-32.9,,10972
11713,2009-01-15,11:30,USD,L,Natural Gas Storage,-94B,-105B,-47B,,11713
13372,2009-01-15,12:00,CHF,M,Gov Board Member Jordan Speaks,,,,,13372
14813,2009-01-15,14:40,USD,M,FOMC Member Evans Speaks,,,,,14813
15086,2009-01-15,14:40,USD,M,FOMC Member Lockhart Speaks,,,,,15086
14675,2009-01-15,16:45,USD,M,FOMC Member Yellen Speaks,,,,,14675
15087,2009-01-15,20:30,JPY,M,BOJ Gov Shirakawa Speaks,,,,,15087
13548,2009-01-16,4:15,CHF,M,PPI m/m,-0.70%,-0.60%,-1.40%,,13548
15090,2009-01-16,4:30,GBP,M,MPC Member Gieve Speaks,,,,,15090
13710,2009-01-16,5:59,EUR,L,Trade Balance,-4.9B,-4.8B,-2.1B,-1.3B,13710
11500,2009-01-16,9:30,USD,H,Core CPI m/m,0.00%,0.10%,0.00%,,11500
11499,2009-01-16,9:30,USD,M,CPI m/m,-0.70%,-0.80%,-1.70%,,11499
12137,2009-01-16,10:00,USD,H,TIC Long-Term Purchases,-21.7B,11.0B,-0.4B,1.5B,12137
11130,2009-01-16,10:15,USD,M,Capacity Utilization Rate,73.60%,74.60%,75.20%,75.40%,11130
11129,2009-01-16,10:15,USD,M,Industrial Production m/m,-2.00%,-0.90%,-1.30%,-0.60%,11129
10675,2009-01-16,10:55,USD,H,Prelim UoM Consumer Sentiment,61.9,59.2,60.1,59.1,10675
10713,2009-01-16,10:55,USD,L,Prelim UoM Inflation Expectations,2.00%,,1.70%,,10713
13373,2009-01-16,13:00,CHF,M,Gov Board Member Hildebrand Speaks,,,,,13373
14676,2009-01-16,13:15,USD,M,FOMC Member Lacker Speaks,,,,,14676
13097,2009-01-18,19:30,AUD,L,MI Inflation Gauge m/m,-0.20%,,-0.60%,,13097
12350,2009-01-18,20:01,GBP,M,Rightmove HPI m/m,-1.90%,,-2.30%,,12350
12011,2009-01-19,0:01,USD,N,Bank Holiday [All Day],,,,,12011
14409,2009-01-19,0:30,JPY,L,Revised Industrial Production m/m,-8.50%,-8.10%,-8.10%,,14409
15243,2009-01-19,1:15,JPY,M,BOJ Gov Shirakawa Speaks,,,,,15243
13588,2009-01-19,4:15,CHF,M,Retail Sales y/y,-1.40%,1.50%,2.90%,,13588
43418,2009-01-19,6:00,GBP,L,10-y Bond Auction,4.04|1.4,,3.40|2.4,,43418
50147,2009-01-19,7:00,EUR,L,German Buba Monthly Report,,,,,50147
15226,2009-01-19,7:50,EUR,M,ECB President Trichet Speaks,,,,,15226
12807,2009-01-19,9:30,CAD,M,Foreign Securities Purchases,-4.30B,1.20B,2.84B,2.85B,12807
12887,2009-01-19,17:45,NZD,H,CPI q/q,-0.50%,-0.40%,1.50%,,12887
13990,2009-01-19,17:45,NZD,L,FPI m/m,-0.20%,,0.80%,,13990
14336,2009-01-19,19:50,JPY,M,Tertiary Industry Activity m/m,-0.90%,-0.80%,0.50%,0.40%,14336
49066,2009-01-19,23:45,JPY,L,30-y Bond Auction,1.88|3.3,,2.43|3.2,,49066
14519,2009-01-20,1:00,JPY,L,Consumer Confidence,26.2,27.2,28.4,,14519
13138,2009-01-20,5:30,GBP,H,CPI y/y,3.10%,2.60%,4.10%,,13138
13140,2009-01-20,5:30,GBP,L,RPI y/y,0.90%,0.80%,3.00%,,13140
13139,2009-01-20,5:30,GBP,M,Core CPI y/y,1.10%,1.40%,2.00%,,13139
11914,2009-01-20,6:00,EUR,H,German ZEW Economic Sentiment,-31,-43.5,-45.2,,11914
11915,2009-01-20,6:00,EUR,M,ZEW Economic Sentiment,-30.8,-46,-46.1,,11915
13412,2009-01-20,9:30,CAD,M,Manufacturing Sales m/m,-6.40%,-2.90%,-0.20%,-0.50%,13412
10554,2009-01-20,10:00,CAD,H,BOC Rate Statement,,,,,10554
10553,2009-01-20,10:00,CAD,H,Overnight Rate,1.00%,1.00%,1.50%,,10553
15240,2009-01-20,16:20,GBP,H,BOE Gov King Speaks,,,,,15240
12864,2009-01-20,17:45,NZD,H,Core Retail Sales m/m,0.30%,0.00%,0.80%,,12864
12863,2009-01-20,17:45,NZD,H,Retail Sales m/m,0.00%,-0.90%,-1.30%,,12863
14766,2009-01-20,19:30,AUD,M,Westpac Consumer Sentiment,-2.20%,,7.50%,,14766
11859,2009-01-21,3:00,EUR,M,German PPI m/m,-1.00%,-1.10%,-1.50%,,11859
15242,2009-01-21,4:00,EUR,L,ECB President Trichet Speaks,,,,,15242
14370,2009-01-21,5:00,EUR,L,Italian Trade Balance,-1.08B,-1.75B,-0.06B,-0.07B,14370
15227,2009-01-21,5:30,EUR,H,ECB President Trichet Speaks,,,,,15227
10729,2009-01-21,5:30,GBP,H,Claimant Count Change,77.9K,82.0K,83.1K,75.7K,10729
11623,2009-01-21,5:30,GBP,H,MPC Official Bank Rate Votes,0-9-0,0-9-0,0-9-0,,11623
13301,2009-01-21,5:30,GBP,L,M4 Money Supply m/m,1.70%,0.90%,1.20%,,13301
10731,2009-01-21,5:30,GBP,L,Unemployment Rate,6.10%,6.10%,6.00%,,10731
10730,2009-01-21,5:30,GBP,M,Average Earnings Index 3m/y,3.10%,3.30%,3.30%,,10730
13300,2009-01-21,5:30,GBP,M,Public Sector Net Borrowing,14.9B,10.8B,16.5B,16.0B,13300
15229,2009-01-21,5:45,GBP,M,MPC Member Tucker Speaks,,,,,15229
13436,2009-01-21,9:30,CAD,M,Wholesale Sales m/m,-1.60%,-1.60%,-1.80%,,13436
15241,2009-01-21,11:00,USD,M,Treasury Sec Geithner Speaks,,,,,15241
15228,2009-01-21,13:30,CHF,M,Gov Board Member Hildebrand Speaks,,,,,15228
13966,2009-01-21,14:00,USD,L,NAHB Housing Market Index,8,9,9,,13966
14490,2009-01-21,17:29,NZD,L,Business NZ Manufacturing Index,42.5,,35.2,35.4,14490
14608,2009-01-21,19:50,JPY,M,Trade Balance,-0.15T,-0.33T,-0.39T,-0.37T,14608
12737,2009-01-21,20:00,AUD,L,MI Inflation Expectations,2.70%,,2.50%,,12737
13071,2009-01-21,20:30,AUD,L,New Motor Vehicle Sales m/m,1.80%,,-5.20%,,13071
18420,2009-01-21,22:00,CNY,H,GDP q/y,6.80%,7.20%,9.00%,,18420
18461,2009-01-21,22:00,CNY,H,Industrial Production y/y,5.70%,4.20%,5.40%,,18461
23245,2009-01-21,22:00,CNY,L,Retail Sales y/y,19.00%,19.60%,20.80%,,23245
18518,2009-01-21,22:00,CNY,M,CPI y/y,1.20%,1.70%,2.40%,,18518
19749,2009-01-21,22:00,CNY,M,Fixed Asset Investment ytd/y,26.10%,26.00%,26.80%,,19749
23233,2009-01-21,22:00,CNY,M,NBS Press Conference,,,,,23233
18545,2009-01-21,22:00,CNY,M,PPI y/y,-1.10%,-0.10%,2.00%,,18545
13904,2009-01-22,0:43,JPY,M,Monetary Policy Statement,,,,,13904
13902,2009-01-22,0:43,JPY,M,Overnight Call Rate,0.10%,0.10%,0.10%,,13902
13903,2009-01-22,3:35,JPY,H,BOJ Press Conference,,,,,13903
13930,2009-01-22,3:45,EUR,M,French Consumer Spending m/m,-0.90%,-0.20%,0.30%,,13930
10663,2009-01-22,5:00,EUR,M,ECB Monthly Bulletin,,,,,10663
13606,2009-01-22,6:00,CHF,M,ZEW Economic Expectations,-66.7,,-76.2,,13606
13664,2009-01-22,6:00,EUR,M,Industrial New Orders m/m,-4.50%,-5.00%,-5.70%,-4.70%,13664
12310,2009-01-22,7:00,GBP,M,CBI Industrial Order Expectations,-48,-39,-35,,12310
13199,2009-01-22,9:30,CAD,H,Core Retail Sales m/m,-2.30%,-1.50%,-1.30%,-1.10%,13199
13400,2009-01-22,9:30,CAD,L,Leading Index m/m,-0.60%,-0.70%,-0.60%,-0.70%,13400
13198,2009-01-22,9:30,CAD,M,Retail Sales m/m,-2.40%,-1.80%,-1.00%,-0.90%,13198
11154,2009-01-22,9:30,USD,H,Building Permits,0.55M,0.60M,0.62M,,11154
14681,2009-01-22,9:30,USD,H,Unemployment Claims,589K,545K,527K,524K,14681
11153,2009-01-22,9:30,USD,M,Housing Starts,0.55M,0.61M,0.65M,0.63M,11153
12597,2009-01-22,11:00,USD,L,HPI m/m,-1.80%,-1.20%,-1.10%,,12597
14320,2009-01-22,11:30,CAD,H,BOC Monetary Policy Report,,,,,14320
14622,2009-01-22,12:00,USD,M,Crude Oil Inventories,6.1M,1.1M,1.2M,,14622
15511,2009-01-22,12:15,CAD,H,BOC Press Conference,,,,,15511
14337,2009-01-22,19:50,JPY,L,All Industries Activity m/m,-2.30%,-2.20%,-0.40%,-0.50%,14337
12386,2009-01-22,20:30,AUD,L,Import Prices q/q,10.80%,5.30%,5.00%,,12386
14091,2009-01-23,1:00,JPY,M,BOJ Monthly Report,,,,,14091
43869,2009-01-23,4:00,EUR,L,Spanish Unemployment Rate,13.90%,13.40%,11.30%,,43869
14117,2009-01-23,4:00,EUR,M,French Flash Manufacturing PMI,38.1,34,34.9,35.9,14117
14118,2009-01-23,4:00,EUR,M,French Flash Services PMI,42.9,40.1,40.6,41.6,14118
14119,2009-01-23,4:30,EUR,M,German Flash Manufacturing PMI,32,32,32.7,33.5,14119
14120,2009-01-23,4:30,EUR,M,German Flash Services PMI,45.4,45.5,46.6,46.4,14120
14394,2009-01-23,5:00,EUR,L,Italian Retail Sales m/m,-0.20%,-0.30%,-0.40%,-0.30%,14394
14121,2009-01-23,5:00,EUR,M,Flash Manufacturing PMI,34.5,33.3,33.9,34.5,14121
14122,2009-01-23,5:00,EUR,M,Flash Services PMI,42.5,41.7,42.1,42,14122
13237,2009-01-23,5:30,GBP,H,Prelim GDP q/q,-1.50%,-1.20%,-0.60%,-0.50%,13237
13174,2009-01-23,5:30,GBP,H,Retail Sales m/m,1.60%,-0.70%,0.30%,,13174
13277,2009-01-23,5:30,GBP,L,Index of Services 3m/3m,-0.40%,-0.60%,-0.30%,-0.20%,13277
12909,2009-01-23,8:00,CAD,H,Core CPI m/m,-0.40%,-0.30%,0.70%,,12909
12908,2009-01-23,8:00,CAD,M,CPI m/m,-0.70%,-0.40%,-0.30%,,12908
14014,2009-01-23,10:00,EUR,M,Belgian NBB Business Climate,-27.7,-33,-31.3,,14014
11714,2009-01-23,11:30,USD,L,Natural Gas Storage,-176B,-174B,-94B,,11714
